module_index,module,symbol_type,static,name,segment,offset,file_offset
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Change_Home_Star_Name_,1,468124,1080048
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Check_For_Diplomacy_Request_,1,468236,1080160
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Check_Function_Keys_,1,468392,1080316
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Check_Hot_Keys_,1,469001,1080925
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Check_Mouse_XY_Fields_,1,469697,1081621
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Check_Ships_XY_,1,469992,1081916
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Check_Stars_XY_,1,470199,1082123
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Clear_Mox_Mouse_Field_,1,470402,1082326
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Clear_Twinkling_Star_Data_,1,470427,1082351
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Convert_Coords_,1,470472,1082396
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Cycle_Ship_Icons_,1,470527,1082451
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Cycle_Star_Icons_,1,471084,1083008
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Do_Colony_Screen_,1,471310,1083234
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Do_Fleet_Popup_,1,471473,1083397
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Do_Next_Turn_,1,472081,1084005
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Do_Reply_To_Diplomacy_Request_,1,472398,1084322
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Do_System_Popup_,1,472681,1084605
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Draw_A_Gate_Icon_,1,472897,1084821
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Draw_A_Star_,1,473858,1085782
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Draw_Black_Holes_,1,474105,1086029
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Draw_Diplomacy_Request_Lights_,1,474374,1086298
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Draw_ETA_Destination_Line_,1,474602,1086526
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Draw_Exploding_Plasma_Box_,1,474877,1086801
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Draw_Game_Turn_Buttons_,1,475991,1087915
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Draw_Fleet_Box_Selected_Ship_Seg_,1,476083,1088007
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Draw_Main_Main_Screen_,1,476174,1088098
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Draw_Main_Screen_,1,476501,1088425
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Draw_Main_Screen_Before_Stencil_,1,477644,1089568
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Draw_Main_Screen_Filled_,1,477845,1089769
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Draw_Main_Screen_For_Zooming_,1,478158,1090082
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Draw_Main_Screen_While_Moving_Boxes_,1,478642,1090566
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Draw_Mini_Main_Screen_,1,478877,1090801
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Draw_Nebulae_,1,479119,1091043
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Draw_Paralax_,1,479247,1091171
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Draw_Player_Done_Lights_,1,479756,1091680
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Draw_Relocation_Links_,1,480032,1091956
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Draw_Reply_To_Diplomacy_Request_Popup_,1,480211,1092135
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Draw_Scanned_Ship_Seg_,1,480448,1092372
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Draw_Stars_,1,480592,1092516
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Draw_Wormhole_Links_,1,480659,1092583
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Filled_Box_,1,480854,1092778
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Set_Popup_Draw_XY_,1,481015,1092939
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Popup_XY_,1,481102,1093026
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Get_Mouse_Field_,1,481272,1093196
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Get_New_Paralax_XYs_,1,481546,1093470
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Get_PointXY_Draw_Coords_,1,481983,1093907
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Get_Ship_Stack_For_Officers_Screen_,1,482028,1093952
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Get_Star_Anim_Dimension_,1,482161,1094085
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Get_Star_Draw_Coords_,1,482195,1094119
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Get_Star_Id_For_Officers_Screen_,1,482269,1094193
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Get_Twinkling_Star_,1,483119,1095043
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Give_Me_All_Tech_Advances_,1,483314,1095238
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Highlight_Star_,1,483446,1095370
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Is_Main_Screen_Palette_,1,483523,1095447
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Load_Reply_To_Diplomacy_Request_Popup_,1,483601,1095525
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Main_Screen_,1,483720,1095644
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Main_Screen_Text_Box_,1,489028,1100952
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Mini_Main_Screen_Text_Box_,1,489112,1101036
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Next_Star_,1,489179,1101103
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Previous_Star_,1,489248,1101172
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Print_A_Star_Name_,1,489320,1101244
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Print_Galaxy_Map_Scanned_Star_,1,489916,1101840
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Print_Highlighted_Star_Name_,1,490233,1102157
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Print_Main_Screen_Data_,1,490414,1102338
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Set_Post_Fitted_Font_Style_,1,494346,1106270
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Print_Star_Name_To_Bitmap_,1,494427,1106351
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Print_Star_Names_,1,494775,1106699
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Redraw_Main_Screen_,1,494905,1106829
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Redraw_Main_Screen_Without_Boxes_,1,495169,1107093
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Restore_Hotseat_Map_Info_,1,495194,1107118
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Save_Hotseat_Map_Info_,1,495453,1107377
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Scan_Fleet_Movement_Box_Fields_,1,495581,1107505
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Scan_Galaxy_Map_Fields_,1,495855,1107779
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Scan_Moveable_Box_Fields_,1,496003,1107927
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Scan_Ships_XY_,1,497319,1109243
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Scan_Stars_XY_,1,497612,1109536
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Scan_System_Display_Fields_,1,498091,1110015
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Scroll_Map_,1,499193,1111117
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Clear_Main_Screen_Fields_,1,499594,1111518
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Set_Main_Screen_Fields_To_Null_,1,499594,1111518
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Set_Painted_Fleet_Fields_,1,499895,1111819
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Set_Reload_Fleet_Box_Palette_Flag_,1,500057,1111981
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Ship_Can_Be_Selected_,1,500074,1111998
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Star_On_Screen_,1,500104,1112028
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Exit_Zooming_Mode_,1,500164,1112088
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Toggle_Game_Option_,1,500246,1112170
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Get_Star_Name_Info_,1,500711,1112635
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Update_Ship_Icons_In_Between_Turns_,1,500932,1112856
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Update_Star_Owners_,1,500995,1112919
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Zoom_Box_Height_,1,501048,1112972
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Zoom_Box_Width_,1,501064,1112988
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Set_Player_Cheated_Flag_,1,501074,1112998
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Warn_About_Cheating_Players_,1,501105,1113029
52,D:\MOX\OTHERS\MAINSCR.C,code,False,Fade_Into_Main_Screen_,1,501442,1113366
52,D:\MOX\OTHERS\MAINSCR.C,code,True,Get_Research_Unit_String_,1,501756,1113680
53,D:\MOX\OTHERS\MAINSCR2.C,code,True,Begin_Of_Turn_,1,501835,1113759
53,D:\MOX\OTHERS\MAINSCR2.C,code,False,Building_Outposts_In_Main_Screen_,1,502138,1114062
53,D:\MOX\OTHERS\MAINSCR2.C,code,True,Check_Fleet_Movement_Box_Status_,1,502595,1114519
53,D:\MOX\OTHERS\MAINSCR2.C,code,False,Distance_Between_Stars_Screen_,1,502637,1114561
53,D:\MOX\OTHERS\MAINSCR2.C,code,True,Do_Begin_Of_Turn_,1,503170,1115094
53,D:\MOX\OTHERS\MAINSCR2.C,code,True,Draw_Main_Screen_For_Star_Distances_,1,503630,1115554
53,D:\MOX\OTHERS\MAINSCR2.C,code,True,Main_Screen_Report_Handler_,1,504187,1116111
53,D:\MOX\OTHERS\MAINSCR2.C,code,False,Planet_Colonization_In_Main_Screen_,1,504542,1116466
53,D:\MOX\OTHERS\MAINSCR2.C,code,True,Redraw_Main_Screen_After_Popups_,1,505036,1116960
53,D:\MOX\OTHERS\MAINSCR2.C,code,True,Restore_Fleet_Box_Palette_,1,505061,1116985
53,D:\MOX\OTHERS\MAINSCR2.C,code,False,Scrap_Freighters_,1,505113,1117037
53,D:\MOX\OTHERS\MAINSCR2.C,code,False,Unloading_Transports_In_Main_Screen_,1,505765,1117689
53,D:\MOX\OTHERS\MAINSCR2.C,code,False,Reports_Screen_,1,506198,1118122
53,D:\MOX\OTHERS\MAINSCR2.C,code,False,Show_Command_Points_Screen_,1,506553,1118477
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Assert_Class_To_Group_,1,506704,1118628
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Assign_Marooned_Heroes_,1,506705,1118629
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Write_Map_Gen_Data_,1,506882,1118806
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Clear_Planets_In_Star_Structure_,1,506883,1118807
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Enforce_Planet_Max_,1,506937,1118861
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Gas_Giants_,1,507469,1119393
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Generate_Climate_,1,507563,1119487
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Generate_Food_Per_Farmer_,1,507811,1119735
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Generate_Gravity_Class_,1,507872,1119796
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Generate_Max_Farms_,1,507934,1119858
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Generate_Mineral_Class_,1,507995,1119919
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Generate_Nebulas_,1,508057,1119981
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Generate_Number_Of_Nebulas_,1,509139,1121063
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Generate_Number_Of_Satellites_,1,509223,1121147
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Generate_Orbit_,1,509287,1121211
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Generate_Satellite_,1,509399,1121323
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Set_Secondary_Planet_Data_,1,509632,1121556
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Generate_Satellite_Type_,1,509694,1121618
54,D:\MOX\OTHERS\MAPGEN.C,code,True,Generate_Size_,1,509905,1121829
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Generate_Spectral_Class_,1,509959,1121883
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Get_A_Planet_Or_Star_Special_,1,510016,1121940
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Generate_Star_Special_,1,510867,1122791
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Generate_Wormhole_Links_,1,510997,1122921
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Get_Climate_Modifier_,1,511234,1123158
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Get_Minerals_Extracted_,1,511296,1123220
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Get_Planet_Group_,1,511317,1123241
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Get_Random_Orbit_,1,511401,1123325
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Get_Valid_Orbit_,1,511506,1123430
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Home_Planet_,1,511660,1123584
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Init_Main_Screen_,1,511753,1123677
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Nebula_Data_Test_,1,511833,1123757
54,D:\MOX\OTHERS\MAPGEN.C,code,True,Set_Star_XYs_,1,511999,1123923
54,D:\MOX\OTHERS\MAPGEN.C,code,True,Star_XY_Invalid_,1,513085,1125009
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Randomize_Star_Names_,1,513538,1125462
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Set_Black_Hole_Visited_Flags_,1,513629,1125553
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Set_Default_Nebula_Data_,1,513671,1125595
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Set_Wormhole_Id_,1,513750,1125674
54,D:\MOX\OTHERS\MAPGEN.C,code,True,Black_Hole_Fix_,1,514209,1126133
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Load_Nebula_Pictures_,1,514567,1126491
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Universe_Generation_,1,514792,1126716
54,D:\MOX\OTHERS\MAPGEN.C,code,False,Write_Other_Mapgen_Stuff_,1,516735,1128659
54,D:\MOX\OTHERS\MAPGEN.C,code,True,Planet_Generation_,1,516736,1128660
54,D:\MOX\OTHERS\MAPGEN.C,code,False,N_Empty_Stars_,1,516868,1128792
54,D:\MOX\OTHERS\MAPGEN.C,code,True,Build_Min_Point_Distances_,1,516929,1128853
54,D:\MOX\OTHERS\MAPGEN.C,code,True,Get_Star_Name_,1,517265,1129189
55,D:\MOX\OTHERS\MISC.C,code,False,Font_Colors_,1,517344,1129268
55,D:\MOX\OTHERS\MISC.C,code,False,Font_Colors2_,1,517573,1129497
55,D:\MOX\OTHERS\MISC.C,code,False,Get_Comma_String_,1,517854,1129778
55,D:\MOX\OTHERS\MISC.C,code,False,Min_Font_Colors_,1,518178,1130102
55,D:\MOX\OTHERS\MISC.C,code,False,Bit_Value_To_Num_,1,518477,1130401
55,D:\MOX\OTHERS\MISC.C,code,False,Box_Clipping_Window_,1,518541,1130465
55,D:\MOX\OTHERS\MISC.C,code,False,CHECK_PARAM_DRAW_,1,518635,1130559
55,D:\MOX\OTHERS\MISC.C,code,False,CHECK_PARAM_PRINT_,1,518768,1130692
55,D:\MOX\OTHERS\MISC.C,code,False,CHECK_PARAM_PRINT_INTEGER_,1,518920,1130844
55,D:\MOX\OTHERS\MISC.C,code,False,Change_Font_Style_,1,519099,1131023
55,D:\MOX\OTHERS\MISC.C,code,False,Decrease_Font_Color_Range_,1,519166,1131090
55,D:\MOX\OTHERS\MISC.C,code,False,Diagonal_Line_Fill_,1,519280,1131204
55,D:\MOX\OTHERS\MISC.C,code,False,Draw_Advancing_Fill_Message_,1,520161,1132085
55,D:\MOX\OTHERS\MISC.C,code,False,Draw_Darkened_Box_,1,520277,1132201
55,D:\MOX\OTHERS\MISC.C,code,False,Draw_Highlight_Box_,1,520381,1132305
55,D:\MOX\OTHERS\MISC.C,code,False,Fade_Into_Screen_,1,520644,1132568
55,D:\MOX\OTHERS\MISC.C,code,False,Fade_To_Black_,1,520814,1132738
55,D:\MOX\OTHERS\MISC.C,code,False,Fade_To_Palette_,1,520857,1132781
55,D:\MOX\OTHERS\MISC.C,code,False,Fill_Bitmap_,1,520924,1132848
55,D:\MOX\OTHERS\MISC.C,code,False,Fill_Bitmap_Unbounded_,1,521000,1132924
55,D:\MOX\OTHERS\MISC.C,code,True,Get_Advancing_Bitmap_String_Range_,1,521113,1133037
55,D:\MOX\OTHERS\MISC.C,code,False,Get_Bitmap_Dimensions_,1,521402,1133326
55,D:\MOX\OTHERS\MISC.C,code,False,Get_Bitmap_String_Range_,1,521418,1133342
55,D:\MOX\OTHERS\MISC.C,code,False,Get_File_Name_,1,521544,1133468
55,D:\MOX\OTHERS\MISC.C,code,False,Get_Font_Colors_,1,521765,1133689
55,D:\MOX\OTHERS\MISC.C,code,False,Get_Font_Spacing_,1,521797,1133721
55,D:\MOX\OTHERS\MISC.C,code,False,Get_Font_Style_,1,521804,1133728
55,D:\MOX\OTHERS\MISC.C,code,False,Get_Furthest_Endpoint_,1,521811,1133735
55,D:\MOX\OTHERS\MISC.C,code,False,Get_LBX_Message_,1,521951,1133875
55,D:\MOX\OTHERS\MISC.C,code,False,Get_Mox_Font_Colors_,1,521976,1133900
55,D:\MOX\OTHERS\MISC.C,code,False,Get_Mox_Min_Font_Colors_,1,522006,1133930
55,D:\MOX\OTHERS\MISC.C,code,False,Get_Time_Stamp_,1,522029,1133953
55,D:\MOX\OTHERS\MISC.C,code,False,Get_Time_Stamp_Int_,1,522093,1134017
55,D:\MOX\OTHERS\MISC.C,code,False,HCLS_,1,522199,1134123
55,D:\MOX\OTHERS\MISC.C,code,False,Increase_Font_Color_Range_,1,522207,1134131
55,D:\MOX\OTHERS\MISC.C,code,False,Increment_Mouse_Clock_Image_,1,522325,1134249
55,D:\MOX\OTHERS\MISC.C,code,False,Is_First_Letter_A_Vowel_,1,522385,1134309
55,D:\MOX\OTHERS\MISC.C,code,False,Is_Vowel_,1,522460,1134384
55,D:\MOX\OTHERS\MISC.C,code,False,Move_Range_,1,522576,1134500
55,D:\MOX\OTHERS\MISC.C,code,False,Next_File_Name_,1,522650,1134574
55,D:\MOX\OTHERS\MISC.C,code,False,Next_Multiple_,1,522959,1134883
55,D:\MOX\OTHERS\MISC.C,code,False,Occluded_,1,522998,1134922
55,D:\MOX\OTHERS\MISC.C,code,False,Ratio_Value_,1,523109,1135033
55,D:\MOX\OTHERS\MISC.C,code,False,Read_Data_File_,1,523129,1135053
55,D:\MOX\OTHERS\MISC.C,code,False,Remove_Chars_,1,523247,1135171
55,D:\MOX\OTHERS\MISC.C,code,False,Replace_Bitmap_Colors_,1,523394,1135318
55,D:\MOX\OTHERS\MISC.C,code,False,Replace_Char_,1,523553,1135477
55,D:\MOX\OTHERS\MISC.C,code,False,Restore_Window_Status_,1,523606,1135530
55,D:\MOX\OTHERS\MISC.C,code,False,Save_Window_Status_,1,523633,1135557
55,D:\MOX\OTHERS\MISC.C,code,False,Scale_,1,523652,1135576
55,D:\MOX\OTHERS\MISC.C,code,False,Set_Fitted_Font_Style_,1,523681,1135605
55,D:\MOX\OTHERS\MISC.C,code,False,Set_Font_Colors_,1,523786,1135710
55,D:\MOX\OTHERS\MISC.C,code,False,Set_Font_Default_Spacing_,1,523822,1135746
55,D:\MOX\OTHERS\MISC.C,code,False,Stat_Pct_,1,523844,1135768
55,D:\MOX\OTHERS\MISC.C,code,False,Substring_,1,523877,1135801
55,D:\MOX\OTHERS\MISC.C,code,False,Swap_Bitmap_Colors_,1,523912,1135836
55,D:\MOX\OTHERS\MISC.C,code,False,Tint_Bitmap_Colors_,1,524040,1135964
55,D:\MOX\OTHERS\MISC.C,code,False,Tint_Bitmap_Colors_In_Range_,1,524158,1136082
55,D:\MOX\OTHERS\MISC.C,code,False,Valid_Star_Index_,1,524280,1136204
55,D:\MOX\OTHERS\MISC.C,code,False,_Darken_Fill_,1,524294,1136218
55,D:\MOX\OTHERS\MISC.C,code,False,_Print_Centered_,1,524385,1136309
55,D:\MOX\OTHERS\MISC.C,code,False,_Print_Centered_Shadow_Down_,1,524425,1136349
55,D:\MOX\OTHERS\MISC.C,code,False,_Print_Right_Shadow_Down_,1,524466,1136390
55,D:\MOX\OTHERS\MISC.C,code,False,_Print_Shadow_Down_,1,524494,1136418
55,D:\MOX\OTHERS\MISC.C,code,False,_Tri_Interlaced_Fill_,1,524676,1136600
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Add_Galaxy_Map_Fields_2_,1,524859,1136783
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Add_Galaxy_Map_Fields_,1,525169,1137093
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Add_Moveable_Box_Fields_,1,525360,1137284
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Add_Resource_Box_Fields_,1,525565,1137489
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Add_Whole_Window_Field_,1,525752,1137676
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Box_Field_Selected_,1,525829,1137753
56,D:\MOX\OTHERS\MOVEBOX.C,code,True,Box_Fleet_Screen_Scanned_Ship_,1,525912,1137836
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Box_Fleet_Screen_Scanned_Star_,1,525967,1137891
56,D:\MOX\OTHERS\MOVEBOX.C,code,True,Box_Officer_Screen_Chosen_Star_,1,526090,1138014
56,D:\MOX\OTHERS\MOVEBOX.C,code,True,Box_Officer_Screen_Scanned_Star_,1,526286,1138210
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Box_Order_,1,526387,1138311
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Clear_Moveable_Box_Fields_,1,526443,1138367
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Display_Moveable_Box_Info_,1,526661,1138585
56,D:\MOX\OTHERS\MOVEBOX.C,code,True,Do_Fleet_Screen_Stuff_,1,526767,1138691
56,D:\MOX\OTHERS\MOVEBOX.C,code,True,Do_Officer_Screen_Stuff_,1,526842,1138766
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Draw_Galaxy_Map_Box_,1,527439,1139363
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Draw_Moveable_Box_,1,528537,1140461
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Get_Galaxy_Map_Space_XY_,1,528721,1140645
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Get_Galaxy_Map_Star_XY_,1,528853,1140777
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Move_Box_To_Top_,1,529036,1140960
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Move_Moveable_Box_,1,529225,1141149
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Moveable_Box_Dimensions_,1,530294,1142218
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Moveable_Box_Occluded_,1,530397,1142321
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Moveable_Box_Selected_,1,530645,1142569
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,N_Moveable_Boxes_Selected_,1,530676,1142600
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Restore_Boxes_,1,530717,1142641
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Box_Was_Open_,1,530841,1142765
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Remove_Box_Check_,1,530851,1142775
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Save_And_Remove_Boxes_,1,530852,1142776
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Vanish_Fleet_Movement_Box_,1,531008,1142932
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Vanish_System_Display_Box_,1,531132,1143056
56,D:\MOX\OTHERS\MOVEBOX.C,code,False,Mouse_Within_Fleet_Box_,1,531211,1143135
57,D:\MOX\OTHERS\NAMESTAR.C,code,True,Draw_Input_Box_Popup_,1,531337,1143261
57,D:\MOX\OTHERS\NAMESTAR.C,code,False,Remapped_Input_Box_Popup_,1,531380,1143304
57,D:\MOX\OTHERS\NAMESTAR.C,code,True,Setup_Input_Box_Popup_,1,531412,1143336
57,D:\MOX\OTHERS\NAMESTAR.C,code,False,Input_Box_Popup_,1,532244,1144168
57,D:\MOX\OTHERS\NAMESTAR.C,code,False,Can_Change_Star_Name_,1,533034,1144958
57,D:\MOX\OTHERS\NAMESTAR.C,code,False,Change_Star_Name_Popup_,1,533121,1145045
57,D:\MOX\OTHERS\NAMESTAR.C,code,False,Change_Home_Star_Name_Popup_,1,533154,1145078
57,D:\MOX\OTHERS\NAMESTAR.C,code,True,Do_Change_Star_Name_,1,533186,1145110
57,D:\MOX\OTHERS\NAMESTAR.C,code,False,Star_Name_Popup_Screen_Center_X_,1,533438,1145362
57,D:\MOX\OTHERS\NAMESTAR.C,code,False,Star_Name_Popup_Screen_Center_Y_,1,533444,1145368
57,D:\MOX\OTHERS\NAMESTAR.C,code,False,Star_Name_Popup_Map_Center_X_,1,533450,1145374
57,D:\MOX\OTHERS\NAMESTAR.C,code,False,Star_Name_Popup_Map_Center_Y_,1,533456,1145380
57,D:\MOX\OTHERS\NAMESTAR.C,code,False,Star_Name_Popup_Main_X_,1,533462,1145386
57,D:\MOX\OTHERS\NAMESTAR.C,code,False,Star_Name_Popup_Main_Y_,1,533533,1145457
57,D:\MOX\OTHERS\NAMESTAR.C,code,False,Max_Pixel_Width_Star_Name_Can_Be_,1,533591,1145515
58,D:\MOX\OTHERS\OFFICER.C,code,False,Load_Officer_Picture_,1,533934,1145858
58,D:\MOX\OTHERS\OFFICER.C,code,True,Load_Darkened_Officer_Picture_,1,534041,1145965
58,D:\MOX\OTHERS\OFFICER.C,code,True,Add_Officer_Screen_Fields_,1,534094,1146018
58,D:\MOX\OTHERS\OFFICER.C,code,True,Add_Skill_Description_Help_Fields_,1,535186,1147110
58,D:\MOX\OTHERS\OFFICER.C,code,True,Already_Hired_Message_,1,535589,1147513
58,D:\MOX\OTHERS\OFFICER.C,code,False,Assert_Marooned_Leaders_,1,535687,1147611
58,D:\MOX\OTHERS\OFFICER.C,code,True,Not_Enough_BCs_Message_,1,535800,1147724
58,D:\MOX\OTHERS\OFFICER.C,code,True,Ask_For_Hire_,1,535922,1147846
58,D:\MOX\OTHERS\OFFICER.C,code,False,Build_Captain_Id_List_,1,536178,1148102
