name,offset,inferred_end,inferred_size,module_index,kind,cfg_min,cfg_end,reachable_instructions,status,foreign_entry_edges,shared_tail_edges,unresolved_edges
Pull_Down_Game_Popup_,454084,454105,21,50,5,454084,454105,11,matches,0,0,0
Push_Up_Game_Popup_,454105,454130,25,50,5,454105,454130,10,matches,0,0,0
Animate_Game_Popup_,454130,454639,509,50,5,454130,454639,126,matches+unresolved,0,0,1
Set_Current_Game_Option_Flags_,454639,454988,349,50,5,454639,454717,23,shorter+unresolved,0,0,1
Update_Game_Settings_,454988,455174,186,50,5,454988,455174,35,matches,0,0,0
_Draw_Load_Save_Game_Popup_,455174,456449,1275,50,5,455174,455197,8,shorter+unresolved,0,0,1
_Draw_Main_Game_Popup_,456449,457256,807,50,5,449036,457256,205,matches+unresolved,0,2,1
_Draw_Options_Game_Popup_,457256,459055,1799,50,5,457256,459039,448,shorter+unresolved,0,1,3
_Game_Popup_,459055,459728,673,50,4,459055,459137,21,shorter+unresolved,0,0,1
qsort_debug_,459728,459737,9,50,5,459728,459737,4,matches,0,0,0
Load_Mainmenu_Load_Game_Popup_,459737,459959,222,50,5,459737,459959,54,matches,0,0,0
Mainmenu_Load_Game_Popup_,459959,460118,159,50,4,459959,459971,5,shorter+unresolved,0,0,1
Set_Up_Load_Save_Popup_,460118,460376,258,50,5,460118,460327,67,shorter+unresolved,0,0,2
Remove_Embedded_Special_Codes_,460376,460450,74,50,4,448652,460450,33,matches,0,1,0
Embed_Special_Color_Codes_,460450,460565,115,50,4,460450,460565,50,matches,0,0,0
Auto_Save_Last_Saved_Game_,460565,460710,145,50,4,460565,460700,37,shorter+unresolved,0,0,1
Auto_Load_Last_Saved_Game_,460710,460865,155,50,4,460710,460855,32,shorter+unresolved,0,0,3
Draw_Darkened_Load_Button_,460865,460909,44,50,5,460865,460909,14,matches,0,0,0
Draw_Darkened_New_Game_Button_,460909,460946,37,50,5,460909,460946,10,matches,0,1,0
Set_Music_For_Game_Popup_,460946,461080,134,50,5,460946,461080,39,matches,0,0,0
Set_Sound_For_Game_Popup_,461080,461230,150,50,5,461080,461230,44,matches,0,0,0
Add_Fields_For_Language_,461230,461540,310,50,5,461230,461516,85,shorter+unresolved,0,1,1
Add_Main_Menu_Fields_,461540,461935,395,51,5,461540,461681,42,shorter+unresolved,0,0,1
Change_Font_Color_Values_,461935,461962,27,51,5,461935,461962,13,matches,0,0,0
Copy_Credit_String_To_Bitmap_,461962,462260,298,51,5,461962,462236,71,shorter+unresolved,0,0,2
Do_Main_Menu_File_Animation_,462260,463047,787,51,5,462260,462323,17,shorter+unresolved,0,0,1
Do_Mainmenu_Load_Screen_,463047,463175,128,51,5,463047,463175,35,matches,0,0,0
Draw_Credits_,463175,463745,570,51,5,463175,463228,20,shorter+unresolved,0,0,1
Main_Menu_Fade_Function_,463745,463765,20,51,5,463745,463765,9,matches,0,0,0
Main_Menu_Fade_Function2_,463765,463775,10,51,5,463765,463775,4,matches,0,1,0
Draw_Main_Menu_File_Animation_,463775,463780,5,51,5,463775,463780,1,matches,1,0,0
Draw_Main_Menu_Screen_,463780,464171,391,51,5,463780,463796,7,shorter+unresolved,0,0,1
Get_File_Animation_Block_Space_,464171,464199,28,51,4,464171,464199,11,matches,0,0,0
Get_File_Animation_Total_Frames_,464199,464235,36,51,4,464199,464206,1,shorter+unresolved,0,0,1
Load_Credits_,464235,464626,391,51,5,464235,464531,84,shorter+unresolved,0,0,1
Main_Menu_Screen_,464626,465598,972,51,4,464626,465138,92,shorter+unresolved,0,0,3
Reload_Main_Menu_Screen_,465598,465788,190,51,5,465598,465768,46,shorter,0,1,0
Init_Credits_,465788,466100,312,51,5,465788,465916,47,shorter,0,0,0
Buffer_Reload_Star_Bg_,466100,466131,31,52,4,466100,466131,10,matches,0,0,0
Get_Star_Picture_Seg_,466131,466197,66,52,4,466131,466197,19,matches,0,0,0
Add_Cheats_,466197,466291,94,52,5,466197,466291,19,matches,0,0,0
Add_Map_Fields_,466291,467366,1075,52,4,466291,466510,22,shorter+unresolved,0,0,2
Add_Reply_To_Diplomacy_Request_Fields_,467366,467631,265,52,5,467366,467631,86,matches,0,0,0
Add_Star_Fields_,467631,467784,153,52,4,467631,467784,51,matches+unresolved,0,1,2
Allocate_First_Screen_Seg_,467784,467851,67,52,4,467784,467851,19,matches,0,0,0
Center_Map_,467851,468124,273,52,4,467851,467917,16,shorter+unresolved,0,0,1
Change_Home_Star_Name_,468124,468236,112,52,5,468124,468236,27,matches,0,0,0
Check_For_Diplomacy_Request_,468236,468392,156,52,5,468236,468352,43,shorter,0,0,0
Check_Function_Keys_,468392,469001,609,52,5,468392,468988,148,shorter+unresolved,0,0,2
Check_Hot_Keys_,469001,469697,696,52,5,469001,469697,147,matches+unresolved,0,0,3
Check_Mouse_XY_Fields_,469697,469992,295,52,5,469697,469730,13,shorter+unresolved,0,0,1
Check_Ships_XY_,469992,470199,207,52,5,469992,470019,10,shorter+unresolved,0,0,1
Check_Stars_XY_,470199,470402,203,52,5,470199,470224,11,shorter+unresolved,0,0,1
Clear_Mox_Mouse_Field_,470402,470427,25,52,5,470402,470427,9,matches,0,0,0
Clear_Twinkling_Star_Data_,470427,470472,45,52,4,470427,470467,12,shorter+unresolved,0,0,1
Convert_Coords_,470472,470527,55,52,4,470472,470527,16,matches,0,0,0
Cycle_Ship_Icons_,470527,471084,557,52,4,470527,470545,7,shorter+unresolved,0,0,1
Cycle_Star_Icons_,471084,471310,226,52,4,471084,471310,86,matches,0,0,0
Do_Colony_Screen_,471310,471473,163,52,5,471310,471473,39,matches+unresolved,0,0,1
Do_Fleet_Popup_,471473,472081,608,52,5,471473,471694,52,shorter+unresolved,0,0,3
Do_Next_Turn_,472081,472398,317,52,4,472081,472125,12,shorter+unresolved,0,0,1
Do_Reply_To_Diplomacy_Request_,472398,472681,283,52,5,472398,472665,75,shorter+unresolved,0,0,1
Do_System_Popup_,472681,472897,216,52,4,472681,472897,60,matches,0,0,0
Draw_A_Gate_Icon_,472897,473858,961,52,5,472897,474374,36,extends+unresolved,0,0,1
Draw_A_Star_,473858,474105,247,52,5,473858,473907,18,shorter+unresolved,0,0,1
Draw_Black_Holes_,474105,474374,269,52,4,474105,474374,85,matches,0,0,0
Draw_Diplomacy_Request_Lights_,474374,474602,228,52,5,474374,474602,51,matches+unresolved,0,0,1
Draw_ETA_Destination_Line_,474602,474877,275,52,5,474367,474877,86,matches,0,1,0
Draw_Exploding_Plasma_Box_,474877,475991,1114,52,4,474877,474906,11,shorter+unresolved,0,0,1
Draw_Game_Turn_Buttons_,475991,476083,92,52,4,475991,476058,17,shorter,0,0,0
Draw_Fleet_Box_Selected_Ship_Seg_,476083,476174,91,52,5,476083,476174,26,matches,0,1,0
Draw_Main_Main_Screen_,476174,476501,327,52,4,476174,476501,78,matches,0,0,0
Draw_Main_Screen_,476501,477644,1143,52,4,476501,477578,232,shorter+unresolved,0,0,8
Draw_Main_Screen_Before_Stencil_,477644,477845,201,52,4,477644,477845,49,matches,0,0,0
Draw_Main_Screen_Filled_,477845,478158,313,52,4,477845,478158,80,matches,0,0,0
Draw_Main_Screen_For_Zooming_,478158,478642,484,52,5,478158,478642,127,matches,0,1,0
Draw_Main_Screen_While_Moving_Boxes_,478642,478877,235,52,5,478642,478652,4,shorter+unresolved,0,0,1
Draw_Mini_Main_Screen_,478877,479119,242,52,4,478877,479093,46,shorter+unresolved,0,0,1
Draw_Nebulae_,479119,479247,128,52,4,479119,479236,9,shorter+unresolved,0,0,1
Draw_Paralax_,479247,479756,509,52,5,479247,479756,109,matches,0,0,0
Draw_Player_Done_Lights_,479756,480032,276,52,5,479756,480032,81,matches,0,1,0
Draw_Relocation_Links_,480032,480211,179,52,5,474358,480211,61,matches,0,1,0
Draw_Reply_To_Diplomacy_Request_Popup_,480211,480448,237,52,5,480211,480305,31,shorter+unresolved,0,0,1
Draw_Scanned_Ship_Seg_,480448,480592,144,52,5,480448,480592,41,matches,0,0,0
Draw_Stars_,480592,480659,67,52,4,480592,480602,4,shorter+unresolved,0,0,1
Draw_Wormhole_Links_,480659,480854,195,52,4,480659,480854,53,matches,0,1,0
Filled_Box_,480854,481015,161,52,4,480854,481015,63,matches,0,0,0
Set_Popup_Draw_XY_,481015,481102,87,52,5,481015,481102,30,matches,0,0,0
Popup_XY_,481102,481272,170,52,5,481102,481272,53,matches,0,0,0
Get_Mouse_Field_,481272,481546,274,52,5,481272,481546,76,matches,0,0,0
Get_New_Paralax_XYs_,481546,481983,437,52,5,481546,481733,57,shorter+unresolved,0,0,1
Get_PointXY_Draw_Coords_,481983,482028,45,52,4,481983,482028,11,matches,0,0,0
Get_Ship_Stack_For_Officers_Screen_,482028,482161,133,52,4,480655,482129,30,shorter+unresolved,0,0,1
Get_Star_Anim_Dimension_,482161,482195,34,52,4,482161,482192,9,shorter+unresolved,0,0,1
Get_Star_Draw_Coords_,482195,482269,74,52,4,482195,482269,19,matches,0,0,0
Get_Star_Id_For_Officers_Screen_,482269,482442,173,52,4,482269,482442,50,matches,0,1,0
anon_call_00075C8A,482442,483119,677,-1,4,481266,483119,201,matches+unresolved,0,2,1
Get_Twinkling_Star_,483119,483314,195,52,5,483119,483314,60,matches+unresolved,0,1,2
Give_Me_All_Tech_Advances_,483314,483446,132,52,5,483314,483446,40,matches,0,1,0
Highlight_Star_,483446,483523,77,52,4,483446,483523,23,matches,0,0,0
Is_Main_Screen_Palette_,483523,483601,78,52,4,483523,483601,30,matches,0,0,0
Load_Reply_To_Diplomacy_Request_Popup_,483601,483720,119,52,5,483601,483720,27,matches,0,0,0
Main_Screen_,483720,489028,5308,52,4,483720,483902,44,shorter+unresolved,0,0,1
Main_Screen_Text_Box_,489028,489112,84,52,4,489028,489084,15,shorter+unresolved,0,0,1
Mini_Main_Screen_Text_Box_,489112,489179,67,52,4,489112,489179,20,matches,0,0,0
Next_Star_,489179,489248,69,52,5,489179,489248,26,matches,0,0,0
Previous_Star_,489248,489320,72,52,5,489248,489320,27,matches,0,0,0
Print_A_Star_Name_,489320,489916,596,52,5,489320,489379,18,shorter+unresolved,0,0,1
Print_Galaxy_Map_Scanned_Star_,489916,490233,317,52,5,489916,490233,96,matches,0,1,0
Print_Highlighted_Star_Name_,490233,490414,181,52,5,490233,490414,52,matches,0,1,0
Print_Main_Screen_Data_,490414,494346,3932,52,4,490414,491044,169,shorter+unresolved,0,0,1
Set_Post_Fitted_Font_Style_,494346,494427,81,52,5,494346,494427,25,matches,0,1,0
Print_Star_Name_To_Bitmap_,494427,494775,348,52,5,494427,494775,106,matches,0,0,0
Print_Star_Names_,494775,494905,130,52,5,494775,494905,40,matches,0,1,0
Redraw_Main_Screen_,494905,495169,264,52,4,494905,495169,50,matches+unresolved,0,0,2
Redraw_Main_Screen_Without_Boxes_,495169,495194,25,52,4,495169,495194,5,matches,1,0,0
Restore_Hotseat_Map_Info_,495194,495453,259,52,4,495194,495209,3,shorter+unresolved,0,0,1
Save_Hotseat_Map_Info_,495453,495581,128,52,4,495453,495476,5,shorter+unresolved,0,0,1
Scan_Fleet_Movement_Box_Fields_,495581,495855,274,52,5,495581,495855,84,matches,0,0,0
Scan_Galaxy_Map_Fields_,495855,496003,148,52,4,495855,496003,38,matches+unresolved,0,0,2
Scan_Moveable_Box_Fields_,496003,497319,1316,52,5,496003,496026,9,shorter+unresolved,0,0,1
Scan_Ships_XY_,497319,497612,293,52,5,469691,497612,34,matches+unresolved,0,1,1
Scan_Stars_XY_,497612,498091,479,52,5,497612,498091,99,matches+unresolved,0,0,3
Scan_System_Display_Fields_,498091,499193,1102,52,4,498091,499193,292,matches+unresolved,0,0,2
Scroll_Map_,499193,499594,401,52,5,499193,499567,89,shorter+unresolved,0,0,3
Clear_Main_Screen_Fields_,499594,499895,301,52,4,499594,499603,3,shorter+unresolved,0,0,1
Set_Main_Screen_Fields_To_Null_,499594,499895,301,52,5,499594,499603,3,shorter+unresolved,0,0,1
Set_Painted_Fleet_Fields_,499895,500057,162,52,5,499895,500057,29,matches+unresolved,0,1,1
Set_Reload_Fleet_Box_Palette_Flag_,500057,500074,17,52,4,500057,500072,3,shorter+unresolved,0,0,1
Ship_Can_Be_Selected_,500074,500104,30,52,4,500074,500104,9,matches,0,0,0
Star_On_Screen_,500104,500164,60,52,4,500104,500164,25,matches,0,0,0
Exit_Zooming_Mode_,500164,500246,82,52,5,500164,500214,12,shorter,0,0,0
Toggle_Game_Option_,500246,500711,465,52,5,500246,500711,150,matches,0,0,0
Get_Star_Name_Info_,500711,500932,221,52,4,500711,500797,23,shorter+unresolved,0,0,1
Update_Ship_Icons_In_Between_Turns_,500932,500995,63,52,4,500932,500995,22,matches,0,0,0
Update_Star_Owners_,500995,501048,53,52,4,500995,501048,20,matches,0,0,0
Zoom_Box_Height_,501048,501064,16,52,4,501048,501064,8,matches,0,0,0
Zoom_Box_Width_,501064,501074,10,52,4,501064,501074,4,matches,0,1,0
Set_Player_Cheated_Flag_,501074,501105,31,52,4,501074,501095,5,shorter+unresolved,0,0,1
Warn_About_Cheating_Players_,501105,501442,337,52,5,501105,501436,27,shorter+unresolved,0,0,2
Fade_Into_Main_Screen_,501442,501756,314,52,4,501442,501736,74,shorter,0,0,0
Get_Research_Unit_String_,501756,501835,79,52,5,501756,501819,22,shorter,0,0,0
Begin_Of_Turn_,501835,502138,303,53,5,501835,501857,8,shorter+unresolved,0,0,1
Building_Outposts_In_Main_Screen_,502138,502595,457,53,4,502138,502154,7,shorter+unresolved,0,0,1
Check_Fleet_Movement_Box_Status_,502595,502637,42,53,5,502595,502637,10,matches,0,0,0
Distance_Between_Stars_Screen_,502637,503170,533,53,4,502637,502799,42,shorter+unresolved,0,0,1
Do_Begin_Of_Turn_,503170,503630,460,53,5,503170,503630,36,matches+unresolved,0,1,1
Draw_Main_Screen_For_Star_Distances_,503630,504187,557,53,5,503630,504187,49,matches+unresolved,0,1,1
Main_Screen_Report_Handler_,504187,504542,355,53,5,504187,504542,67,matches+unresolved,0,0,1
Planet_Colonization_In_Main_Screen_,504542,505036,494,53,4,504542,504558,7,shorter+unresolved,0,0,1
Redraw_Main_Screen_After_Popups_,505036,505061,25,53,5,504541,505061,7,matches,1,0,0
Restore_Fleet_Box_Palette_,505061,505113,52,53,5,505061,505098,9,shorter+unresolved,0,0,1
Scrap_Freighters_,505113,505765,652,53,4,505113,505765,55,matches+unresolved,0,1,2
Unloading_Transports_In_Main_Screen_,505765,506198,433,53,4,505765,505780,6,shorter+unresolved,0,0,1
Reports_Screen_,506198,506553,355,53,4,506198,506215,5,shorter+unresolved,0,0,1
Show_Command_Points_Screen_,506553,506704,151,53,4,506553,506681,34,shorter,0,0,0
Assert_Class_To_Group_,506704,506705,1,54,4,506704,506705,1,matches,0,0,0
Assign_Marooned_Heroes_,506705,506882,177,54,4,506705,506882,59,matches,1,0,0
Write_Map_Gen_Data_,506882,506883,1,54,4,506882,506883,1,matches,0,0,0
Clear_Planets_In_Star_Structure_,506883,506937,54,54,4,506883,506937,22,matches,0,0,0
Enforce_Planet_Max_,506937,507469,532,54,4,506876,507469,166,matches,1,1,0
Gas_Giants_,507469,507563,94,54,4,507469,507563,35,matches,0,1,0
Generate_Climate_,507563,507811,248,54,4,507563,507811,84,matches,0,1,0
Generate_Food_Per_Farmer_,507811,507872,61,54,4,507811,507872,21,matches,0,0,0
Generate_Gravity_Class_,507872,507934,62,54,4,507872,507934,24,matches,0,0,0
Generate_Max_Farms_,507934,507995,61,54,4,507934,507995,21,matches,0,0,0
Generate_Mineral_Class_,507995,508057,62,54,4,507995,508057,23,matches,0,0,0
Generate_Nebulas_,508057,509139,1082,54,4,508057,508296,43,shorter+unresolved,0,0,1
Generate_Number_Of_Nebulas_,509139,509223,84,54,4,509139,509223,21,matches,0,0,0
Generate_Number_Of_Satellites_,509223,509287,64,54,4,509223,509287,24,matches+unresolved,0,0,1
Generate_Orbit_,509287,509399,112,54,4,509287,509399,42,matches,0,1,0
Generate_Satellite_,509399,509632,233,54,4,509399,509632,60,matches,0,0,0
Set_Secondary_Planet_Data_,509632,509694,62,54,4,509632,509694,23,matches,0,0,0
Generate_Satellite_Type_,509694,509905,211,54,4,509694,509905,54,matches+unresolved,0,0,2
Generate_Size_,509905,509959,54,54,5,509905,509959,18,matches+unresolved,0,0,1
Generate_Spectral_Class_,509959,510016,57,54,4,509959,510016,19,matches,0,1,0
Get_A_Planet_Or_Star_Special_,510016,510867,851,54,4,510016,510867,233,matches+unresolved,0,0,1
Generate_Star_Special_,510867,510997,130,54,4,510867,510898,9,shorter+unresolved,0,0,1
Generate_Wormhole_Links_,510997,511234,237,54,4,510997,511218,26,shorter+unresolved,0,0,1
Get_Climate_Modifier_,511234,511296,62,54,4,511234,511296,24,matches,0,0,0
Get_Minerals_Extracted_,511296,511317,21,54,4,511296,511317,10,matches,0,0,0
Get_Planet_Group_,511317,511401,84,54,4,511317,511361,11,shorter+unresolved,0,0,1
Get_Random_Orbit_,511401,511506,105,54,4,511401,511506,41,matches,0,0,0
Get_Valid_Orbit_,511506,511660,154,54,4,511506,511660,52,matches,0,2,0
Home_Planet_,511660,511753,93,54,4,511660,511737,26,shorter,0,1,0
Init_Main_Screen_,511753,511833,80,54,4,511753,511999,7,extends+unresolved,0,3,1
Nebula_Data_Test_,511833,511999,166,54,4,511833,511834,1,shorter,0,0,0
Set_Star_XYs_,511999,513085,1086,54,5,511999,513085,326,matches,0,2,0
Star_XY_Invalid_,513085,513538,453,54,5,513085,513538,144,matches,0,0,0
Randomize_Star_Names_,513538,513629,91,54,4,513538,513629,33,matches,0,1,0
Set_Black_Hole_Visited_Flags_,513629,513671,42,54,4,513629,513671,17,matches,0,0,0
Set_Default_Nebula_Data_,513671,513750,79,54,4,513671,513750,28,matches,0,1,0
Set_Wormhole_Id_,513750,514209,459,54,4,513750,514209,153,matches,0,0,0
Black_Hole_Fix_,514209,514567,358,54,5,514209,514567,120,matches,0,1,0
Load_Nebula_Pictures_,514567,514792,225,54,4,514567,514760,10,shorter+unresolved,0,0,1
Universe_Generation_,514792,516735,1943,54,4,514792,514945,43,shorter+unresolved,0,0,1
Write_Other_Mapgen_Stuff_,516735,516736,1,54,4,516735,516736,1,matches,0,0,0
Planet_Generation_,516736,516868,132,54,5,516736,516868,44,matches,0,0,0
N_Empty_Stars_,516868,516929,61,54,4,516868,516929,23,matches,0,0,0
Build_Min_Point_Distances_,516929,517265,336,54,5,516929,517265,56,matches+unresolved,0,0,3
Get_Star_Name_,517265,517344,79,54,5,517265,517315,22,shorter,0,0,0
Font_Colors_,517344,517573,229,55,4,517344,517573,63,matches,0,0,0
Font_Colors2_,517573,517854,281,55,4,517573,517854,77,matches,0,0,0
Get_Comma_String_,517854,518178,324,55,4,517854,518154,112,shorter,0,0,0
Min_Font_Colors_,518178,518477,299,55,4,517845,518477,76,matches,0,3,0
Bit_Value_To_Num_,518477,518541,64,55,4,518477,518541,33,matches,0,0,0
Box_Clipping_Window_,518541,518635,94,55,4,518541,518635,28,matches,0,0,0
CHECK_PARAM_DRAW_,518635,518768,133,55,4,518635,518768,49,matches,0,0,0
CHECK_PARAM_PRINT_,518768,518920,152,55,4,518768,518920,53,matches,0,2,0
CHECK_PARAM_PRINT_INTEGER_,518920,519099,179,55,4,518920,519099,63,matches,0,0,0
Change_Font_Style_,519099,519166,67,55,4,519099,519166,22,matches,0,1,0
Decrease_Font_Color_Range_,519166,519280,114,55,4,519166,519280,45,matches,0,0,0
Diagonal_Line_Fill_,519280,520161,881,55,4,519280,520161,267,matches,0,0,0
Draw_Advancing_Fill_Message_,520161,520277,116,55,4,520161,520277,41,matches,0,0,0
Draw_Darkened_Box_,520277,520381,104,55,4,520277,520381,45,matches,0,1,0
Draw_Highlight_Box_,520381,520644,263,55,4,520381,520644,94,matches,0,1,0
Fade_Into_Screen_,520644,520814,170,55,4,520644,520814,43,matches,0,0,0
Fade_To_Black_,520814,520857,43,55,4,520814,520857,16,matches,0,0,0
Fade_To_Palette_,520857,520924,67,55,4,520857,520924,24,matches,0,0,0
Fill_Bitmap_,520924,521000,76,55,4,520924,521000,33,matches,0,0,0
Fill_Bitmap_Unbounded_,521000,521113,113,55,4,521000,521113,45,matches,0,1,0
Get_Advancing_Bitmap_String_Range_,521113,521402,289,55,5,521113,521402,103,matches,0,0,0
Get_Bitmap_Dimensions_,521402,521418,16,55,4,521402,521418,7,matches,0,0,0
Get_Bitmap_String_Range_,521418,521544,126,55,4,521418,521544,50,matches,0,0,0
Get_File_Name_,521544,521765,221,55,4,521544,521765,86,matches,0,0,0
Get_Font_Colors_,521765,521797,32,55,4,521765,521797,16,matches,0,0,0
Get_Font_Spacing_,521797,521804,7,55,4,521797,521804,2,matches,0,0,0
Get_Font_Style_,521804,521811,7,55,4,521804,521811,2,matches,0,0,0
Get_Furthest_Endpoint_,521811,521951,140,55,4,521811,521951,52,matches,0,1,0
Get_LBX_Message_,521951,521976,25,55,4,521951,521976,16,matches,0,0,0
Get_Mox_Font_Colors_,521976,522006,30,55,4,521976,522006,15,matches,0,0,0
Get_Mox_Min_Font_Colors_,522006,522029,23,55,4,522006,522029,9,matches,0,1,0
Get_Time_Stamp_,522029,522093,64,55,4,522029,522093,22,matches,0,0,0
Get_Time_Stamp_Int_,522093,522199,106,55,4,522093,522199,32,matches,0,1,0
HCLS_,522199,522207,8,55,4,522199,522207,4,matches,0,1,0
Increase_Font_Color_Range_,522207,522325,118,55,4,522207,522325,39,matches,0,1,0
Increment_Mouse_Clock_Image_,522325,522385,60,55,4,522325,522385,17,matches,0,0,0
Is_First_Letter_A_Vowel_,522385,522460,75,55,4,522385,522460,41,matches,0,0,0
Is_Vowel_,522460,522576,116,55,4,522460,522576,57,matches,0,0,0
Move_Range_,522576,522650,74,55,4,522576,522650,30,matches,0,0,0
Next_File_Name_,522650,522959,309,55,4,522650,522959,127,matches,0,1,0
Next_Multiple_,522959,522998,39,55,4,522959,522998,24,matches,0,0,0
Occluded_,522998,523109,111,55,4,522998,523109,40,matches,0,0,0
Ratio_Value_,523109,523129,20,55,4,523109,523129,9,matches,0,0,0
Read_Data_File_,523129,523247,118,55,4,523129,523247,44,matches,0,1,0
Remove_Chars_,523247,523394,147,55,4,523247,523394,62,matches,0,1,0
Replace_Bitmap_Colors_,523394,523553,159,55,4,523394,523553,62,matches,0,0,0
Replace_Char_,523553,523606,53,55,4,523553,523606,29,matches,0,0,0
Restore_Window_Status_,523606,523633,27,55,4,523606,523633,11,matches,0,0,0
Save_Window_Status_,523633,523652,19,55,4,523633,523652,7,matches,0,0,0
Scale_,523652,523681,29,55,4,523652,523681,15,matches,0,0,0
Set_Fitted_Font_Style_,523681,523786,105,55,4,523681,523786,33,matches,0,1,0
Set_Font_Colors_,523786,523822,36,55,4,523786,523822,16,matches,0,0,0
Set_Font_Default_Spacing_,523822,523844,22,55,4,523822,523836,2,shorter+unresolved,0,0,1
Stat_Pct_,523844,523877,33,55,4,523844,523877,16,matches,0,0,0
Substring_,523877,523912,35,55,4,523877,523912,21,matches,0,0,0
Swap_Bitmap_Colors_,523912,524040,128,55,4,523912,524040,50,matches,0,1,0
Tint_Bitmap_Colors_,524040,524158,118,55,4,524040,524158,44,matches,0,1,0
Tint_Bitmap_Colors_In_Range_,524158,524280,122,55,4,524158,524280,45,matches,0,1,0
Valid_Star_Index_,524280,524294,14,55,4,524280,524294,4,matches,0,0,0
_Darken_Fill_,524294,524385,91,55,4,524294,524301,1,shorter+unresolved,0,0,1
_Print_Centered_,524385,524425,40,55,4,524385,524425,19,matches,0,0,0
_Print_Centered_Shadow_Down_,524425,524466,41,55,4,524425,524466,19,matches,0,0,0
_Print_Right_Shadow_Down_,524466,524494,28,55,4,524466,524494,11,matches,0,0,0
_Print_Shadow_Down_,524494,524676,182,55,4,524494,524676,63,matches,0,0,0
_Tri_Interlaced_Fill_,524676,524859,183,55,4,524676,524695,7,shorter+unresolved,0,0,1
Add_Galaxy_Map_Fields_2_,524859,525169,310,56,4,524859,524906,19,shorter+unresolved,0,0,1
Add_Galaxy_Map_Fields_,525169,525360,191,56,4,525169,525360,65,matches,0,0,0
Add_Moveable_Box_Fields_,525360,525565,205,56,4,525360,525402,12,shorter+unresolved,0,0,1
Add_Resource_Box_Fields_,525565,525752,187,56,4,525565,525716,42,shorter+unresolved,0,0,1
Add_Whole_Window_Field_,525752,525829,77,56,4,525752,525829,29,matches,0,0,0
Box_Field_Selected_,525829,525912,83,56,4,525829,525912,25,matches,0,0,0
Box_Fleet_Screen_Scanned_Ship_,525912,525967,55,56,5,525912,525967,15,matches,0,0,0
Box_Fleet_Screen_Scanned_Star_,525967,526090,123,56,4,525967,526090,43,matches,0,0,0
Box_Officer_Screen_Chosen_Star_,526090,526286,196,56,5,526090,526286,54,matches+unresolved,0,0,1
Box_Officer_Screen_Scanned_Star_,526286,526387,101,56,5,526286,526387,32,matches,0,1,0
Box_Order_,526387,526443,56,56,4,526387,526443,21,matches+unresolved,0,0,1
Clear_Moveable_Box_Fields_,526443,526661,218,56,4,526443,526458,6,shorter+unresolved,0,0,1
Display_Moveable_Box_Info_,526661,526767,106,56,4,526661,526688,11,shorter+unresolved,0,0,1
Do_Fleet_Screen_Stuff_,526767,526842,75,56,5,526767,526842,24,matches,0,0,0
Do_Officer_Screen_Stuff_,526842,527439,597,56,5,526842,527439,153,matches+unresolved,0,0,1
Draw_Galaxy_Map_Box_,527439,528537,1098,56,4,525163,528537,244,matches+unresolved,0,2,3
Draw_Moveable_Box_,528537,528721,184,56,4,528537,528561,8,shorter+unresolved,0,0,1
Get_Galaxy_Map_Space_XY_,528721,528853,132,56,4,528721,528853,45,matches,0,0,0
Get_Galaxy_Map_Star_XY_,528853,529036,183,56,4,528853,529036,65,matches,0,1,0
Move_Box_To_Top_,529036,529225,189,56,4,529036,529104,19,shorter+unresolved,0,0,2
Move_Moveable_Box_,529225,530294,1069,56,4,529225,529934,55,shorter+unresolved,0,0,4
Moveable_Box_Dimensions_,530294,530397,103,56,4,530294,530397,32,matches,0,0,0
Moveable_Box_Occluded_,530397,530645,248,56,4,530397,530645,22,matches+unresolved,0,1,1
Moveable_Box_Selected_,530645,530676,31,56,4,530645,530666,5,shorter+unresolved,0,0,1
N_Moveable_Boxes_Selected_,530676,530717,41,56,4,530676,530717,21,matches,0,0,0
Restore_Boxes_,530717,530841,124,56,4,530717,530841,37,matches+unresolved,0,0,1
Box_Was_Open_,530841,530851,10,56,4,530841,530851,3,matches,1,0,0
Remove_Box_Check_,530851,530852,1,56,4,530851,530852,1,matches,0,0,0
Save_And_Remove_Boxes_,530852,531008,156,56,4,530852,530882,10,shorter+unresolved,0,0,1
Vanish_Fleet_Movement_Box_,531008,531132,124,56,4,531008,531058,14,shorter+unresolved,0,0,2
Vanish_System_Display_Box_,531132,531211,79,56,4,531132,531160,8,shorter+unresolved,0,0,1
Mouse_Within_Fleet_Box_,531211,531337,126,56,4,531211,531337,40,matches,0,1,0
Draw_Input_Box_Popup_,531337,531380,43,57,5,531337,531344,1,shorter+unresolved,0,0,1
Remapped_Input_Box_Popup_,531380,531412,32,57,4,531380,531412,14,matches,0,0,0
Setup_Input_Box_Popup_,531412,532244,832,57,5,531412,531716,72,shorter+unresolved,0,0,1
Input_Box_Popup_,532244,533034,790,57,4,532244,532514,83,shorter+unresolved,0,0,1
Can_Change_Star_Name_,533034,533121,87,57,4,533034,533121,37,matches,0,0,0
Change_Star_Name_Popup_,533121,533154,33,57,4,533121,533154,12,matches,0,0,0
Change_Home_Star_Name_Popup_,533154,533186,32,57,4,533154,533186,12,matches,0,0,0
Do_Change_Star_Name_,533186,533438,252,57,5,533186,533438,92,matches,0,0,0
