name,segment,offset,kind,module_index,file_offset
Draw_Damage_Indicator_Right2_,1,627839,4,65,1239763
Draw_Damage_Message_Queue_Until_Done_,1,627873,4,65,1239797
Get_SFX_Draw_Shield_Facing_,1,627964,4,65,1239888
Get_SFX_Draw_Shield_Facing2_,1,628076,5,65,1240000
Adjust_Shield_Display_Status_,1,628248,5,65,1240172
XY_In_Shield_Radius_,1,628423,5,65,1240347
Load_Shield_Hit_,1,628514,5,65,1240438
Draw_All_Shields_,1,628642,4,65,1240566
Shield_Anims_,1,628727,4,65,1240651
Draw_Shield_Hit_Once_Through_,1,628839,4,65,1240763
Draw_Shield_Hit_Next_Frame_,1,629151,4,65,1241075
Ship_Size_To_Shield_Size_,1,629421,4,65,1241345
Planet_Size_To_Shield_Size_,1,629448,4,65,1241372
Draw_Shield_Hit_,1,629485,5,65,1241409
Rot_To_Base_Rot_,1,630686,5,65,1242610
Rot_To_Rot_Method_,1,630731,5,65,1242655
Adjust_Reflection_Field_Display_Status_,1,630780,5,65,1242704
Load_Reflection_Field_Hit_,1,631009,5,65,1242933
Reflection_Field_Anims_,1,631049,4,65,1242973
Draw_Reflection_Field_Hit_Once_Through_,1,631079,4,65,1243003
Draw_Reflection_Field_Hit_Next_Frame_,1,631425,4,65,1243349
Draw_Reflection_Field_Hit_,1,631693,5,65,1243617
XY_In_Reflection_Field_Radius_,1,632155,5,65,1244079
Get_Beam_Frames_,1,632246,4,65,1244170
Draw_Beam_,1,632407,4,65,1244331
Set_Beam_Colors_,1,633911,4,65,1245835
Build_Steve_Stuff_Struct_For_Weapon_,1,635164,4,65,1247088
Weapon_Has_Steve_Stuff_,1,636140,4,65,1248064
Draw_Beam2_,1,636206,4,65,1248130
Draw_Anti_Missile_Rocket_Picture_,1,637008,5,66,1248932
Draw_Anti_Missile_Rockets_,1,637119,5,66,1249043
Anti_Missile_Rockets_,1,637449,4,66,1249373
Draw_Gyro_Special_Effect_,1,638045,5,66,1249969
Teleport_Enemy_Ship_,1,638963,4,66,1250887
Gyro_Destablizer_,1,639286,4,66,1251210
Lightning_Field_,1,640114,4,66,1252038
Draw_Stasis_Ball_,1,640537,4,66,1252461
Draw_Stasis_Beam_,1,641146,4,66,1253070
Draw_Cloak_,1,641866,4,66,1253790
Draw_Continuing_Tractor_,1,642267,4,66,1254191
Draw_Moving_Tractor_,1,642568,4,66,1254492
Plasma_Web_,1,642947,4,66,1254871
Tractor_Beam_,1,644042,4,66,1255966
Draw_Plasma_Web_,1,644480,4,66,1256404
Draw_Transporter_Bomb_Beam_,1,645109,4,66,1257033
Stellar_Converter_,1,645514,4,66,1257438
Start_Ship_Engine_SFX_,1,646399,4,66,1258323
End_Ship_Engine_SFX_,1,646436,4,66,1258360
Draw_Ship_Collapsing_,1,646464,4,66,1258388
Do_Spherical_SFX_,1,646680,4,66,1258604
Play_Ship_Explosion_SFX_,1,650251,4,66,1262175
Destroy_Ship_FX_,1,650363,4,66,1262287
Missile_Launch_FX_,1,652158,4,66,1264082
Allocate_Bldg_Cache_,1,652610,4,67,1264534
Deallocate_Bldg_Cache_,1,652718,4,67,1264642
Bldg_In_Cache_,1,652790,5,67,1264714
Oldest_Slot_In_Bldg_Cache_,1,652878,5,67,1264802
Touch_Slot_,1,652922,5,67,1264846
Touch_Bldg_,1,652946,4,67,1264870
Cache_Load_Bldg_,1,653020,4,67,1264944
Allocate_Help_Buffer_,1,653135,4,68,1265059
Colbldg_Create_Ship_,1,653167,5,68,1265091
Create_Ship_,1,653236,4,68,1265160
Colbldg_Scrap_Ship_,1,653803,5,68,1265727
Delete_Ship_,1,653804,5,68,1265728
Ship_N_Anim_,1,653832,4,68,1265756
Is_In_Queue_,1,653878,4,68,1265802
Print_Setting_Description_,1,653916,5,68,1265840
Get_Setting_Description_String_,1,654009,4,68,1265933
Print_App_Description_,1,654093,5,68,1266017
Clear_Last_App_Description_String_,1,654273,4,68,1266197
Get_App_Description_String_,1,654283,4,68,1266207
Option_String_,1,654445,4,68,1266369
Trace_Tech_Apps_,1,654658,4,68,1266582
N_Prods_In_Queue_,1,654825,5,68,1266749
N_Prods_In_Colony_Queue_,1,654860,4,68,1266784
N_Prods_In_Colony_Ptr_Queue_,1,654920,4,68,1266844
Star_N_Uncolonized_Worlds_,1,654958,5,68,1266882
qsort_building_by_name_,1,655072,5,68,1266996
Calculate_Building_Array_,1,655100,4,68,1267024
Build_Arrays_,1,655257,5,68,1267181
Calculate_Military_Array_,1,655262,5,68,1267186
Calc_Font_Off_,1,656237,5,68,1268161
Get_Font_Off_For_Buildings_,1,656279,5,68,1268203
Get_Font_Off_For_Military_,1,656537,5,68,1268461
Draw_Buildings_List_,1,656637,4,68,1268561
Draw_Militarys_List_,1,656995,4,68,1268919
Add_Buildings_Fields_,1,657610,4,68,1269534
Add_Militarys_Fields_,1,657740,4,68,1269664
Something_Behind_Settting_,1,657870,5,68,1269794
Load_Build_Anims_,1,657956,4,68,1269880
Draw_Building_Centered_In_Window_,1,658076,5,68,1270000
Draw_Building_Info_,1,658147,4,68,1270071
Build_Weapon_String_,1,658350,4,68,1270274
Build_Ship_Design_Info_Formatted_Paragraph_,1,658678,4,68,1270602
Draw_Ship_Design_Info2_,1,660042,5,68,1271966
Draw_Ship_Design_Info_,1,660140,4,68,1272064
Draw_Ship_Info_,1,660384,4,68,1272308
Draw_Active_Prod_,1,660568,4,68,1272492
Get_First_Empty_Queue_Slot_,1,661197,5,68,1273121
Auto_Design_Type_,1,661232,4,68,1273156
Add_To_Queue_,1,661269,5,68,1273193
First_Prod_Colony_Queue_Slot_,1,662621,4,68,1274545
First_Prod_Queue_Slot_,1,662871,4,68,1274795
Delete_From_Colony_Queue_,1,663065,4,68,1274989
Delete_From_Queue_,1,663159,5,68,1275083
Delete_Prod_From_Colony_Queue_,1,663663,4,68,1275587
Clear_Colony_Queue_,1,663713,4,68,1275637
Defragment_Queue_,1,663741,5,68,1275665
Squish_Out_Queue_Slot_,1,663888,5,68,1275812
Add_Refited_Ship_To_Queue_,1,663952,5,68,1275876
Insert_Before_Queue_Slot_,1,664333,5,68,1276257
Remove_Ships_,1,664570,4,68,1276494
Do_Exit_Screen_Cleanup_,1,664833,4,68,1276757
Selection_Name_,1,667642,4,68,1279566
Draw_Build_Queue_,1,667759,5,68,1279683
Add_Build_Queue_Fields_,1,668250,5,68,1280174
Draw_Centered_In_Window_,1,668340,5,68,1280264
Print_Centered_In_Window_,1,668362,5,68,1280286
Draw_Current_Selection_,1,668456,4,68,1280380
Draw_Cost_And_Time_Info_,1,670550,4,68,1282474
Draw_Build_Queue_Popup_,1,670967,4,68,1282891
Build_Queue_Popup_,1,671809,4,68,1283733
Load_Bombing_Anims_,1,672602,5,69,1284526
Squeze_Out_Bomb_,1,672643,5,69,1284567
Add_Bomb_To_End_Of_Queue_,1,672678,5,69,1284602
Queue_Is_Empty_,1,672991,5,69,1284915
Replace_With_New_Bomb_,1,673003,5,69,1284927
Decrement_Bomb_Counters_,1,673059,5,69,1284983
Allocate_Hit_,1,673236,5,69,1285160
Do_Bomb_,1,673286,5,69,1285210
Do_Bombs_,1,673487,5,69,1285411
Add_Building_To_Queue_,1,673587,5,69,1285511
Draw_Colony_Bombing_Screen_,1,673792,5,69,1285716
Blow_Up_All_Bldgs_,1,674027,5,69,1285951
Do_Summary_String_Popup_,1,674123,5,69,1286047
Colony_Bombing_Screen_,1,675074,4,69,1286998
Draw_Cluster_Update_Function_,1,675329,4,70,1287253
Calculate_Squish_Step_,1,675428,4,70,1287352
Do_Colony_Info_Pop_Stuff_For_Pop_,1,675574,4,70,1287498
Draw_Info_Morale_,1,676790,4,70,1288714
Draw_Info_Wee_Morale_,1,676808,4,70,1288732
Draw_Info_Morale_Both_,1,676812,4,70,1288736
Draw_Colony_Prod_,1,677283,4,70,1289207
Draw_Colony_Wee_Prod_,1,677319,4,70,1289243
Draw_Colony_Prod_Both_,1,677327,4,70,1289251
Draw_Colony_PC_Bar_,1,679634,4,70,1291558
Load_Road_List_Anims_,1,679870,4,70,1291794
Build_Road_List_Based_On_Bldg_List_,1,680089,4,70,1292013
Road_Back_To_Front_,1,680487,4,70,1292411
Load_Veggie_Anims_,1,680532,4,70,1292456
Draw_Road_List_,1,680533,4,70,1292457
Link_Buildings_,1,680659,4,70,1292583
Draw_Simplest_Path_,1,680779,4,70,1292703
Find_Simplest_Path_Node_,1,680786,4,70,1292710
Veggie_Anims_,1,681432,5,70,1293356
Pick_Random_Veggie_Anim_For_Colony_CR_,1,681459,4,70,1293383
Pick_Random_Veggie_Anim_Entry_For_Colony_CR_,1,681543,4,70,1293467
Veggie_Type_For_Colony_,1,681680,4,70,1293604
N_Roads_Around_CR_,1,681956,4,70,1293880
Pick_Random_Road_At_CR_,1,682059,4,70,1293983
Pick_Random_Road_Around_CR_,1,682072,4,70,1293996
Pick_Random_Road_At_And_Around_CR_,1,682080,4,70,1294004
Clear_Veggie_Draw_Flags_,1,682290,4,70,1294214
Build_Veggie_List_Based_On_Bldg_List_,1,682359,4,70,1294283
Draw_Veggie_CR_,1,682901,4,70,1294825
Load_Combat_Anims_,1,683345,5,71,1295269
Add_Kill_Anim_To_Queue_,1,684421,4,71,1296345
Add_Hit_Anim_To_Queue_,1,684448,4,71,1296372
Draw_Summary_,1,684473,5,71,1296397
Draw_Colony_Combat_Screen_,1,684681,5,71,1296605
Colony_Combat_Screen_,1,685201,4,71,1297125
N_Slots_Left_,1,685853,5,71,1297777
Top_Line_Y_,1,685901,5,71,1297825
Top_Line_X_,1,685933,5,71,1297857
Set_Up_Troops_,1,685958,4,71,1297882
Calc_Top_Line_,1,685990,5,71,1297914
Spatter_Down_Starting_Troops_,1,686117,5,71,1298041
Find_Unshot_Target_,1,686270,4,71,1298194
Find_Lowest_Framed_Unit_,1,686344,4,71,1298268
Verify_Legal_Totals_,1,686480,4,71,1298404
Force_Firing_Pairs_,1,686610,4,71,1298534
Draw_Troops_,1,686796,4,71,1298720
N_Left_Of_Me_To_Process_,1,686876,5,71,1298800
N_Left_Active_To_Process_,1,686935,5,71,1298859
Resort_Units_,1,686994,5,71,1298918
Get_Firepoint_Offsets_,1,687245,4,71,1299169
Get_Target_Offsets_,1,687432,4,71,1299356
Pick_Target_,1,687650,4,71,1299574
Do_Unit_Turn_,1,687748,4,71,1299672
Action_Anim_,1,688631,5,71,1300555
Pick_Next_Action_,1,688780,5,71,1300704
Move_Is_Legal_,1,689133,5,71,1301057
Do_Legal_Move_Check_,1,689525,5,71,1301449
Do_Delta_Y_,1,689695,5,71,1301619
Reinforce_Units_,1,689844,4,71,1301768
Get_First_Unit_,1,689910,4,71,1301834
N_Troop_Type_,1,689970,5,71,1301894
Get_Next_Troop_Type_,1,690045,5,71,1301969
Add_Unit_,1,690125,5,71,1302049
Add_Initial_Unit_,1,690354,5,71,1302278
Draw_Summary_Box_ATK_,1,691143,5,71,1303067
Draw_Summary_Boxes_,1,691334,5,71,1303258
Draw_Summary_Box_DEF_,1,691339,5,71,1303263
Replace_Colgcbt_Color_With_Player_Colors_,1,691963,5,71,1303887
Draw_Unit_Beam_,1,692063,4,71,1303987
Draw_CGCBT_Beam_,1,692410,5,71,1304334
Get_CGCBT_Beam_Len_,1,692900,4,71,1304824
Play_Unit_Beam_Sound_,1,692984,4,71,1304908
Set_Ground_Combat_Screen_Help_List_,1,693097,4,71,1305021
Load_Landing_Anims_,1,693160,5,72,1305084
Draw_Colony_Landing_Screen_,1,693201,5,72,1305125
Print_Planet_Data_,1,693566,5,72,1305490
Colony_Landing_Screen_,1,694274,4,72,1306198
Clear_Cluster_,1,694924,4,73,1306848
Get_First_Unemployed_,1,694999,4,73,1306923
Get_Num_Unemployed_,1,695055,4,73,1306979
Draw_Cluster_,1,695113,4,73,1307037
Get_Cluster_,1,695357,4,73,1307281
Pops_Identical_,1,695523,4,73,1307447
Colony_Pop_String_,1,695714,4,73,1307638
Send_Cluster_,1,695956,4,73,1307880
Give_Colonist_New_Job_,1,697818,4,73,1309742
N_Colonies_And_Outposts_At_Star_For_Player_,1,698446,4,74,1310370
N_Colonies_And_Outposts_At_Star_,1,698559,4,74,1310483
Draw_Pop_Dark_,1,698635,4,74,1310559
N_Bldgs_,1,698733,4,74,1310657
Defragment_Colony_Queue_,1,698789,5,74,1310713
Squish_Out_Colony_Queue_Slot_,1,698860,5,74,1310784
Fix_Colony_Queue_,1,698939,4,74,1310863
Clean_Up_Colony_Queue_,1,698987,5,74,1310911
Remap_Draw_Ship_Centered_,1,699077,4,74,1311001
Remap_Draw_Ship_Seg_N_Centered_,1,699300,4,74,1311224
Remap_Draw_Ship_D_Centered_,1,699468,4,74,1311392
Make_Satellite_Bitm_,1,699521,4,74,1311445
Print_Sys_Disp_Scanned_String_,1,699808,4,74,1311732
Get_Effective_Pop_Player_,1,699852,4,74,1311776
Pop_Race_String_,1,699930,4,74,1311854
Reset_Field_Arrays_,1,700040,4,74,1311964
Set_Colony_Font_,1,700158,4,74,1312082
Set_Colony_Font_To_Player_,1,700220,4,74,1312144
Set_Colony_Font_To_Blue_,1,700292,4,74,1312216
Set_Colony_Font_To_Reg_Blue_,1,700361,4,74,1312285
Set_Colony_Font_To_Red_,1,700434,4,74,1312358
Set_Colony_Font_To_,1,700494,4,74,1312418
Colonize_Planet_,1,700546,4,74,1312470
Init_Colonies_,1,700611,4,74,1312535
Job_String_,1,700656,4,74,1312580
Conquered_String_,1,700705,4,74,1312629
Conquered_String_Abbreviated_,1,700729,4,74,1312653
Pop_State_String_,1,700743,4,74,1312667
Set_Colony_Globals_,1,700778,4,74,1312702
Col_Calc_Wrapper_,1,700838,4,74,1312762
Clear_Move_Military_,1,700922,5,74,1312846
Pick_Up_Colonists_,1,700959,5,74,1312883
Drop_Military_,1,701003,5,74,1312927
Reset_Field_Mode_,1,701131,4,74,1313055
Load_People_,1,701270,5,74,1313194
Load_Global_Bitms_,1,701271,4,74,1313195
Spy_Anim_,1,701314,4,74,1313238
Turn_To_Rubble_CR_Bldg_,1,701343,4,74,1313267
CR_Building_Name_,1,701403,4,74,1313327
Real_Building_Name_,1,701453,4,74,1313377
Satellite_Name_,1,701453,4,74,1313377
Draw_Building_,1,701464,4,74,1313388
Draw_Bldg_CR_,1,701545,5,74,1313469
Draw_All_Buildings_,1,701586,4,74,1313510
Colony_Pop_Anim_,1,701609,4,74,1313533
Race_Conquered_Anim_,1,701758,4,74,1313682
People_Anim_,1,701773,4,74,1313697
Military_Anims_,1,701883,4,74,1313807
Military_Anim_,1,701915,4,74,1313839
Troop_Anim_,1,702064,4,74,1313988
Player_Troop_Name_,1,702101,4,74,1314025
Player_Troop_Anim_,1,702243,4,74,1314167
Load_Bldg_Bitm_,1,702395,4,74,1314319
Load_Ship_Bitm_,1,702427,4,74,1314351
Load_Button_Anims_,1,702498,5,74,1314422
Load_Officer_Anim_,1,702685,5,74,1314609
Load_PC_Bar_Anim_,1,702743,4,74,1314667
Load_Road_Anim_,1,702744,4,74,1314668
Load_Galaxy_Map_Anims_,1,702749,4,74,1314673
Load_Colony_Screen_Seg_,1,702804,4,74,1314728
Load_Local_Colony_Anims_,1,702973,4,74,1314897
Load_Planet_Screen_,1,702973,5,74,1314897
C_Anims_,1,703118,4,74,1315042
Load_Colony_Info_Anims_,1,703369,5,74,1315293
Load_Colony_Popups_,1,703369,5,74,1315293
Load_Satellite_Anims_,1,703369,4,74,1315293
Govt_Anim_,1,703370,4,74,1315294
Govt_Anims_,1,703370,4,74,1315294
Satellite_Anims_,1,703391,4,74,1315315
Satellite_Bldg_N_TO_Satellite_Animation_Index_,1,703418,4,74,1315342
Load_Colony_Anims_,1,703510,4,74,1315434
Prod_Anims_,1,703558,4,74,1315482
Import_Anims_,1,703599,4,74,1315523
Short_Anims_,1,703627,4,74,1315551
Clear_Satellite_Array_,1,703708,5,74,1315632
Clear_Bldgs_Array_,1,703733,5,74,1315657
Bldg_Array_Empty_,1,703749,4,74,1315673
Get_Bldg_CR_,1,703799,4,74,1315723
Sort_Bldg_Array_Columns_,1,703945,5,74,1315869
N_Houses_In_Bldg_Array_,1,704350,5,74,1316274
Find_Replacement_Slot_For_Building_,1,704430,5,74,1316354
Insert_Bldg_Into_Array_,1,704606,5,74,1316530
Sat_Should_Be_Replaced_,1,705051,5,74,1316975
Remove_Satellite_From_Array_,1,705151,5,74,1317075
Insert_Satellite_Into_Array_,1,705262,5,74,1317186
Make_Bldg_Array_For_Colony_,1,705291,4,74,1317215
CR_To_XY_,1,706008,4,74,1317932
Get_Bldg_Box_,1,706034,4,74,1317958
Box_To_XY_Pair_,1,706213,4,74,1318137
XY_In_Bldg_Poly_,1,706408,5,74,1318332
Box_All_Slots_,1,706531,4,74,1318455
Box_Bldg_Slot_,1,706577,5,74,1318501
Bldg_Coords_To_Centered_Screen_Coord_,1,706662,4,74,1318586
Bldg_Coords_To_Screen_Coord_,1,706707,4,74,1318631
Bldg_Coords_To_Effective_Frame_,1,706726,4,74,1318650
Colony_Type_,1,706783,5,74,1318707
Reset_Step_Squish_,1,706856,4,74,1318780
Colony_Has_Natives_,1,706866,4,74,1318790
Sum_Colonists_,1,706930,4,74,1318854
Pop_To_Pop_State_,1,707279,4,74,1319203
Draw_Colony_Info_Pop_For_,1,707335,5,74,1319259
Add_Job_Field_For_,1,707403,5,74,1319327
Add_Job_Fields_,1,707645,5,74,1319569
Add_Move_Colonist_Job_Field_For_,1,707693,5,74,1319617
Draw_Colony_Info_Pop_,1,707952,5,74,1319876
Draw_Colony_Info_Pop_Scanned_,1,707979,5,74,1319903
Draw_Colony_Info_Production_,1,708190,5,74,1320114
Draw_Colony_Info_Production_For_,1,708222,5,74,1320146
Do_Colony_Info_Military_Stuff_For_,1,708258,5,74,1320182
Draw_Colony_Info_Military_For_,1,709105,5,74,1321029
Draw_Colony_Info_Military_,1,709115,5,74,1321039
Add_Military_Field_For_,1,709166,5,74,1321090
Add_Military_Fields_,1,709174,5,74,1321098
Draw_Colony_Info_Officer_,1,709228,5,74,1321152
Draw_Colony_Info_Morale_,1,709569,5,74,1321493
Draw_Colony_Info_Background_,1,709603,5,74,1321527
Draw_Info_Name_And_Pop_,1,709684,5,74,1321608
Print_Scanned_Satellite_,1,710407,5,74,1322331
Print_Scanned_String_,1,710439,5,74,1322363
Print_Scanned_Military_,1,710544,5,74,1322468
Draw_Colony_Info_Scanned_,1,710642,5,74,1322566
Draw_Colony_Info_,1,710720,5,74,1322644
Actual_Build_Time_,1,710902,4,74,1322826
Total_Build_Time_,1,710983,4,74,1322907
Draw_Building_With_Bottom_Centered_,1,711048,4,74,1322972
Draw_Current_Production_Graph_,1,711255,4,74,1323179
Draw_Current_Building2_,1,711348,4,74,1323272
Draw_Current_Building_,1,711522,5,74,1323446
Draw_Current_Ship_,1,711545,5,74,1323469
Calculate_Colony_Turn_Count_From_Scrap_For_Prod_,1,711609,4,74,1323533
Calculate_Colony_Turn_Count_With_Accumulation_For_Prod_,1,711704,4,74,1323628
Calculate_Current_Production_Turn_Count_,1,711827,4,74,1323751
Draw_Turn_Count_,1,711896,5,74,1323820
Draw_Current_Production_,1,711983,5,74,1323907
Draw_Info_Build_,1,711983,5,74,1323907
Add_Satellite_Fields_,1,712633,5,74,1324557
Check_Satellite_Fields_,1,712860,5,74,1324784
Draw_Satellite_Dark_,1,713329,5,74,1325253
Satellite_Anim_,1,713478,4,74,1325402
Draw_Colony_Satellites_,1,713574,5,74,1325498
Add_Bldg_Fields_,1,713802,5,74,1325726
Scan_Bldg_CR_,1,713992,5,74,1325916
Check_Bldg_Fields_,1,714032,5,74,1325956
Draw_Bldg_CR_Dark_,1,714902,5,74,1326826
Draw_Bldg_At_XY_With_Bottom_Centered_No_Glass_,1,715104,5,74,1327028
Draw_Colony_Bldg_,1,715315,5,74,1327239
Draw_Colony_Bldg_To_Bitm_,1,715549,5,74,1327473
Bldg_Back_To_Front_,1,715694,4,74,1327618
Draw_Planet_Info_,1,715739,5,74,1327663
Draw_Colony_Bldgs_,1,715740,4,74,1327664
Draw_Colony_Bldgs_to_Bitm_,1,715945,4,74,1327869
Draw_Road_Anim_,1,716060,5,74,1327984
Draw_Colony_Screen_,1,716065,5,74,1327989
Box_Galaxy_Map_Star_,1,716621,5,74,1328545
Colony_Can_Buy_Product_0_,1,716712,4,74,1328636
Add_Screen_Fields_,1,716827,5,74,1328751
Add_Stacking_Fields_,1,717721,5,74,1329645
Clear_Sys_Disp_Fields_,1,718080,4,74,1330004
Clear_Galaxy_Map_Fields_,1,718127,4,74,1330051
Update_Colony_Palette_,1,718170,4,74,1330094
Draw_Sys_Disp_Scanned_,1,718209,4,74,1330133
Draw_Gal_Map_Last_Star_Scanned_,1,718292,5,74,1330216
Draw_Sys_Disp_Last_Scanned_,1,718357,5,74,1330281
Check_Job_Fields_,1,718375,5,74,1330299
Check_Military_Fields_,1,718636,5,74,1330560
Check_System_Display_Fields_,1,718850,5,74,1330774
Tested_Colony_Buys_Outright_,1,719883,4,74,1331807
Evaluate_Screen_Input_,1,720366,5,74,1332290
Get_Next_Colony_,1,721404,4,74,1333328
Set_Colony_Screen_To_New_Colony_,1,721495,4,74,1333419
Do_Informational_And_Decision_Popups_,1,721758,5,74,1333682
Allocate_Mini_Planet_Cache_,1,722313,4,74,1334237
Allocate_Planet_Cache_,1,722313,4,74,1334237
Colony_Screen_,1,722314,4,74,1334238
Cache_Load_Planet_,1,723301,4,74,1335225
Picture_And_Pointer_To_Mouse_,1,723322,4,74,1335246
Picture_To_Mouse_,1,723551,4,74,1335475
Clear_Mouse_Picture_,1,723644,4,74,1335568
Reset_Mouse_Picture_,1,723700,4,74,1335624
Create_Shadow_Farmer_,1,723721,4,74,1335645
Shadow_Farmer_Bitm_,1,723841,4,74,1335765
Do_Cheats_,1,723847,5,74,1335771
Colony_GI_Fill_,1,724387,4,74,1336311
Mini_Planet_Anim_,1,724412,5,74,1336336
Draw_Planet_Summary_,1,724509,4,74,1336433
Load_Refit_Ship_Anims_,1,724692,4,75,1336616
Update_First_Ship_,1,724798,5,75,1336722
Add_Ship_List_Fields_,1,725513,5,75,1337437
Build_Ship_List_,1,725675,5,75,1337599
Draw_Ship2_,1,725802,5,75,1337726
Scan_Ship_Info_,1,726078,5,75,1338002
Draw_Ship_List_,1,726169,5,75,1338093
Star_Has_Ship_,1,726236,4,75,1338160
Draw_Refit_Popup_,1,726248,5,75,1338172
Colony_Refit_Popup_,1,727163,4,75,1339087
Load_Refit2_Ship_Anims_,1,727482,4,75,1339406
Update2_Fields_,1,727505,5,75,1339429
Add2_Fields_,1,727510,5,75,1339434
Scan_Ship_D_Info_,1,727855,5,75,1339779
Draw_Ship_D_List_,1,727912,5,75,1339836
Draw_Refit2_Popup_,1,728427,5,75,1340351
Evaluate2_Input_,1,728692,5,75,1340616
Colony_Refit2_Popup_,1,729263,4,75,1341187
Load_Colsum_Strings_,1,729689,4,76,1341613
Clear_First_,1,730250,4,76,1342174
Load_Col_Sum_Anims_,1,730314,4,76,1342238
Restore_Control_,1,730370,5,76,1342294
Update_First_,1,730757,4,76,1342681
Draw_Empire_Info_,1,730868,5,76,1342792
Get_Scanned_Pop_,1,731540,5,76,1343464
Get_Selected_Pop_,1,731802,5,76,1343726
Add_Fields_Pop_For_,1,732018,5,76,1343942
Event_Good_,1,733449,4,76,1345373
cmp_,1,734429,5,76,1346353
cmp_Alpha_,1,734451,5,76,1346375
Prod_To_Sort_Type_,1,734549,5,76,1346473
cmp_Prod_,1,734740,5,76,1346664
cmp_Pop_,1,734965,5,76,1346889
cmp_Food_,1,735031,5,76,1346955
cmp_Industry_,1,735101,5,76,1347025
cmp_Science_,1,735171,5,76,1347095
cmp_BC_,1,735241,5,76,1347165
Switched_cmp_,1,735339,5,76,1347263
Sort_Col_List_,1,735559,5,76,1347483
Update_Col_List_,1,735638,5,76,1347562
Colsum_Connect_Galaxy_Map_Stars_,1,735751,5,76,1347675
Colsum_Box_Galaxy_Map_Star_,1,735898,5,76,1347822
Draw_Gal_Map_,1,736015,5,76,1347939
Draw_Colony_Scan_Info_,1,736060,4,76,1347984
Draw_Scan_Info_,1,736507,4,76,1348431
Draw_Colony_Summary_Screen_,1,736564,4,76,1348488
Evaluate_Col_List_Input_,1,737072,5,76,1348996
Evaluate_Colony_Pop_Input_,1,737641,5,76,1349565
Increment_First_,1,737972,4,76,1349896
Decrement_First_,1,738050,4,76,1349974
Evaluate_Input_,1,738115,5,76,1350039
Colony_Summary_Screen_,1,738658,4,76,1350582
Check_Galaxy_Map_Fields_,1,739265,4,76,1351189
Pick_Best_Planet_To_Goto_At_Star_,1,739567,5,76,1351491
Planet_Anims_,1,739754,4,77,1351678
Load_Col_Sys_Disp_,1,739784,4,77,1351708
Draw_Col_Sys_Disp_,1,739785,4,77,1351709
Planet_Summary_String_,1,740248,4,77,1352172
Add_Col_Sys_Disp_Fields_,1,741073,4,77,1352997
Draw_Col_Sys_Disp_Last_Scanned_,1,741387,4,77,1353311
Load_Xport_Anims_,1,742134,4,78,1354058
Clear_List_Col_Array_,1,742320,5,78,1354244
Draw_Info_Pop_For_,1,742345,5,78,1354269
Draw_Colony_Summary_For_Colony_,1,742438,5,78,1354362
Cheezy_Col_Count_Hack_,1,742623,4,78,1354547
N_Colonies_And_Outposts_,1,742674,4,78,1354598
N_Colonies_,1,742752,4,78,1354676
Draw_Bar_Indicator_,1,743099,5,78,1355023
Draw_Xport_Popup_,1,743424,5,78,1355348
Build_Global_Colony_List_,1,743633,4,78,1355557
Xport_Popup_,1,743732,4,78,1355656
Sint_Is_In_List_,1,744068,4,79,1355992
Get_Sint_Index_From_List_,1,744103,4,79,1356027
String_Builder2_,1,744136,4,79,1356060
Max_,1,744273,4,79,1356197
Min_,1,744280,4,79,1356204
Help_,1,744287,4,79,1356211
Set_Refresh_Mode_,1,744292,4,79,1356216
Set_Fade_Speed_Percent_,1,744325,4,79,1356249
Get_Fade_Speed_Percent_,1,744331,4,79,1356255
Set_Fade_Percent_,1,744340,4,79,1356264
Get_Fade_Percent_,1,744368,4,79,1356292
Fast_Fade_Out_,1,744377,4,79,1356301
Fast_Fade_In_,1,744516,4,79,1356440
Force_Fade_To_Colony_Palette_,1,744575,4,79,1356499
Fast_Fade_Out_Needed_For_Colony_Palette_,1,744581,4,79,1356505
Draw_Centered_,1,744703,4,79,1356627
Remap_Draw_Centered_,1,744746,4,79,1356670
Draw_Bottom_Centered_,1,744789,4,79,1356713
Draw_Bottom_Centered_No_Glass_,1,744821,4,79,1356745
Global_Cycler_,1,744855,4,79,1356779
Print_Clicks_,1,744885,4,79,1356809
Pulsing_Box_,1,744935,4,79,1356859
Pulsing_Rect_,1,745005,4,79,1356929
Eric_Defaults_,1,745119,4,79,1357043
Pulsing_Rect_to_Bitmap_,1,745120,4,79,1357044
Print_Paragraph_Centered_Vertically_,1,745171,4,79,1357095
Print_Paragraph_Centered_,1,745236,4,79,1357160
Eric_Init_,1,745298,4,79,1357222
Pick_Random_Colony_,1,745308,4,79,1357232
Player_Capitol_World_,1,745392,4,79,1357316
Pick_Random_Player_,1,745463,4,79,1357387
Red_If_Negative_Fmt_String_,1,745533,4,79,1357457
Player_Has_Leader_With_General_Skill_At_Star_,1,745554,4,79,1357478
Player_Has_Ship_Size_Or_Larger_At_Star_,1,745705,4,79,1357629
Player_Can_Mind_Control_Colony_With_Help_,1,745787,4,79,1357711
Player_Can_Mind_Control_Colony_,1,746026,4,79,1357950
Cinematic_Autofunction_,1,746259,5,79,1358183
Do_Cinematic_Popup_Setup_,1,746427,5,79,1358351
Do_Cinematic_Popup_Cleanup_,1,746584,5,79,1358508
Play_Amoeba_Flic_,1,746667,4,79,1358591
Play_Planetary_Destruction_Flic_,1,746771,4,79,1358695
