caller_module_index,caller_module,caller,callee_module_index,callee_module,callee,call_sites
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Shield_Arcs_,26,D:\MOX\OTHERS\COMBINIT.C,Ship_Center_Offsets_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_,19,D:\MOX\OTHERS\CMBTDRW1.C,Get_Draw_Ship_Offsets_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_,19,D:\MOX\OTHERS\CMBTDRW1.C,Plasma_Darken_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_,20,D:\MOX\OTHERS\CMBTFIR2.C,Combat_Ship_Done_,4
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_,21,D:\MOX\OTHERS\CMBTFIRE.C,Draw_BHG_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_,21,D:\MOX\OTHERS\CMBTFIRE.C,Draw_Energy_Absorber_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_,23,D:\MOX\OTHERS\CMBTMOV1.C,Ship_In_Black_Hole_,2
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_,23,D:\MOX\OTHERS\CMBTMOV1.C,Ship_Is_In_Stasis_,2
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_,26,D:\MOX\OTHERS\COMBINIT.C,Ship_Center_Offsets_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_,66,D:\MOX\OTHERS\CMBTSPEC.C,Draw_Plasma_Web_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_,66,D:\MOX\OTHERS\CMBTSPEC.C,Draw_Stasis_Ball_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_Status_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_To_Bitmap_,2
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_Status_,29,D:\MOX\OTHERS\KEN.C,Ken_Get_Text_Message_,4
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_To_Bitmap_,19,D:\MOX\OTHERS\CMBTDRW1.C,Plasma_Darken_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Special_Status_Display_,21,D:\MOX\OTHERS\CMBTFIRE.C,Special_Is_On_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Special_Status_Display_,29,D:\MOX\OTHERS\KEN.C,Ken_Get_Text_Message_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Super_Fast_Screen_,1,L:\MOX\MOX2.C,_TOGGLE_PAGES_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Super_Fast_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Internals_Display_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Super_Fast_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Main_Combat_Screen_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Super_Fast_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Special_Status_Display_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Super_Fast_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Weapon_Status_Display_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Super_Fast_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Full_Draw_Combat_Screen_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Weapon_Arcs_,26,D:\MOX\OTHERS\COMBINIT.C,Ship_Center_Offsets_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Weapon_Status_Display_,19,D:\MOX\OTHERS\CMBTDRW1.C,Get_Weapon_Arc_,2
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Weapon_Status_Display_,19,D:\MOX\OTHERS\CMBTDRW1.C,Relative_Bearing_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Weapon_Status_Display_,19,D:\MOX\OTHERS\CMBTDRW1.C,Relative_Bearing_XY_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Weapon_Status_Display_,21,D:\MOX\OTHERS\CMBTFIRE.C,Target_Is_Legal_For_Weapon_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Weapon_Status_Display_,21,D:\MOX\OTHERS\CMBTFIRE.C,Weapon_In_Range_,2
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Weapon_Status_Display_,25,D:\MOX\OTHERS\COMBAT1.C,Ship_Controlled_By_Computer_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Weapon_Status_Display_,25,D:\MOX\OTHERS\COMBAT1.C,Weapon_Is_On_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Weapon_Status_Display_,29,D:\MOX\OTHERS\KEN.C,Ken_Get_Text_Message_,2
19,D:\MOX\OTHERS\CMBTDRW1.C,Full_Draw_Combat_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Crew_Level_Stars_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Full_Draw_Combat_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Grey_Damage_Bars_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Full_Draw_Combat_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Internals_Display_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Full_Draw_Combat_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Legal_Boxes_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Full_Draw_Combat_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Reduced_Combat_Map_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Full_Draw_Combat_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_Status_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Full_Draw_Combat_Screen_,66,D:\MOX\OTHERS\CMBTSPEC.C,Draw_Continuing_Tractor_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Full_Draw_Combat_Screen_,117,D:\MOX\OTHERS\RUSS.C,Mox_Update_,17
19,D:\MOX\OTHERS\CMBTDRW1.C,Full_Draw_Combat_Screen_,122,D:\MOX\BILL.C,Squeeze_Print_Centered_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Get_Ship_Anim_Dimensions_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_To_Bitmap_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Get_Ship_Center_Draw_XY_,26,D:\MOX\OTHERS\COMBINIT.C,Ship_Center_Offsets_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Move_Options_Background_,1,L:\MOX\MOX2.C,_TOGGLE_PAGES_,3
19,D:\MOX\OTHERS\CMBTDRW1.C,Move_Options_Background_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Fake_Combat_Buttons_,2
19,D:\MOX\OTHERS\CMBTDRW1.C,Move_Options_Background_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Main_Combat_Screen_,2
19,D:\MOX\OTHERS\CMBTDRW1.C,Move_Options_Background_,19,D:\MOX\OTHERS\CMBTDRW1.C,Full_Draw_Combat_Screen_,2
19,D:\MOX\OTHERS\CMBTDRW1.C,Move_Options_Background_,19,D:\MOX\OTHERS\CMBTDRW1.C,Refresh_Combat_Screen_Full_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Move_Options_Background_,25,D:\MOX\OTHERS\COMBAT1.C,Add_Tactical_Combat_Fields_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Move_Options_Background_,25,D:\MOX\OTHERS\COMBAT1.C,Assign_Combat_Grids_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Refresh_Combat_Screen_Full_,1,L:\MOX\MOX2.C,_TOGGLE_PAGES_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Refresh_Combat_Screen_Full_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Internals_Display_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Refresh_Combat_Screen_Full_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Main_Combat_Screen_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Refresh_Combat_Screen_Full_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Special_Status_Display_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Refresh_Combat_Screen_Full_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Weapon_Status_Display_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Refresh_Combat_Screen_Full_,19,D:\MOX\OTHERS\CMBTDRW1.C,Full_Draw_Combat_Screen_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Refresh_Combat_Screen_Full_,25,D:\MOX\OTHERS\COMBAT1.C,Add_Tactical_Combat_Fields_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Refresh_Combat_Screen_Full_,25,D:\MOX\OTHERS\COMBAT1.C,Assign_Combat_Grids_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Relative_Bearing_,26,D:\MOX\OTHERS\COMBINIT.C,Ship_Center_Offsets_,2
19,D:\MOX\OTHERS\CMBTDRW1.C,Relative_Bearing_XY_,26,D:\MOX\OTHERS\COMBINIT.C,Ship_Center_Offsets_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Remap_Draw_Ship_Status_,29,D:\MOX\OTHERS\KEN.C,Get_Ship_Id_Picture_Seg_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Scroll_Draw_Combat_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Fake_Combat_Buttons_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Scroll_Draw_Combat_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Internals_Display_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Scroll_Draw_Combat_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Option_Panel_Lights_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Scroll_Draw_Combat_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Reduced_Combat_Map_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Scroll_Draw_Combat_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Reduced_Map_Box_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Scroll_Draw_Combat_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Ship_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Scroll_Draw_Combat_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Special_Status_Display_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Scroll_Draw_Combat_Screen_,19,D:\MOX\OTHERS\CMBTDRW1.C,Draw_Weapon_Status_Display_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Scroll_Draw_Combat_Screen_,22,D:\MOX\OTHERS\CMBTMIS.C,Draw_Missiles_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Scroll_Draw_Combat_Screen_,66,D:\MOX\OTHERS\CMBTSPEC.C,Draw_Continuing_Tractor_,1
19,D:\MOX\OTHERS\CMBTDRW1.C,Ship_Completely_On_Screen_,22,D:\MOX\OTHERS\CMBTMIS.C,On_Combat_Screen_,4
19,D:\MOX\OTHERS\CMBTDRW1.C,Ship_On_Screen_,22,D:\MOX\OTHERS\CMBTMIS.C,On_Combat_Screen_,2
20,D:\MOX\OTHERS\CMBTFIR2.C,Apply_Combat_Artemis_Net_,21,D:\MOX\OTHERS\CMBTFIRE.C,Apply_Ship_Damage_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Apply_Combat_Artemis_Net_,21,D:\MOX\OTHERS\CMBTFIRE.C,Is_Combat_Ship_Dead_,2
20,D:\MOX\OTHERS\CMBTFIR2.C,Apply_Combat_Artemis_Net_,24,D:\MOX\OTHERS\COMBAT.C,Apply_Damage_To_Qship_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Apply_Combat_Artemis_Net_,26,D:\MOX\OTHERS\COMBINIT.C,Calc_Combat_Shield_Max_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Apply_Internal_Damage_,21,D:\MOX\OTHERS\CMBTFIRE.C,Remove_Stasis_Beam_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Apply_Internal_Damage_,25,D:\MOX\OTHERS\COMBAT1.C,Calc_Current_Speed_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Apply_Internal_Damage_,26,D:\MOX\OTHERS\COMBINIT.C,Calc_Combat_Shield_Max_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Capture_Ship_,21,D:\MOX\OTHERS\CMBTFIRE.C,Destroy_Ship_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Capture_Ship_,21,D:\MOX\OTHERS\CMBTFIRE.C,Retarget_Missiles_Aimed_At_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Capture_Ship_,25,D:\MOX\OTHERS\COMBAT1.C,Remove_Continuing_Effect_Specials_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Capture_Ship_,26,D:\MOX\OTHERS\COMBINIT.C,Does_Combat_Ship_Have_Special_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Capture_Ship_,58,D:\MOX\OTHERS\OFFICER.C,Kill_Officer_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Combat_Bonus_,20,D:\MOX\OTHERS\CMBTFIR2.C,Defensive_Combat_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Combat_Bonus_,20,D:\MOX\OTHERS\CMBTFIR2.C,Offensive_Combat_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Commando_Bonus_,58,D:\MOX\OTHERS\OFFICER.C,Owned_Officer_Level_,2
20,D:\MOX\OTHERS\CMBTFIR2.C,Damage_From_Ship_Exploding_,26,D:\MOX\OTHERS\COMBINIT.C,Does_Combat_Ship_Have_Special_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Defensive_Combat_Bonus_,20,D:\MOX\OTHERS\CMBTFIR2.C,Fleet_Defensive_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Defensive_Combat_Bonus_,20,D:\MOX\OTHERS\CMBTFIR2.C,Ship_Specials_Defensive_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Defensive_Fire_Check_,18,D:\MOX\OTHERS\CMBTAI.C,Expected_Weapon_Damage_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Defensive_Fire_Check_,18,D:\MOX\OTHERS\CMBTAI.C,Range_To_XY_,2
20,D:\MOX\OTHERS\CMBTFIR2.C,Defensive_Fire_Check_,20,D:\MOX\OTHERS\CMBTFIR2.C,Max_Defensive_Fire_Range_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Defensive_Fire_Check_,21,D:\MOX\OTHERS\CMBTFIRE.C,Fire_Ship_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Defensive_Fire_Check_,21,D:\MOX\OTHERS\CMBTFIRE.C,Is_Combat_Ship_Dead_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Defensive_Fire_Check_,25,D:\MOX\OTHERS\COMBAT1.C,Combat_Ship_Is_Functional_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Defensive_Fire_Check_,26,D:\MOX\OTHERS\COMBINIT.C,Ship_Center_Offsets_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Engineer_Bonus_,58,D:\MOX\OTHERS\OFFICER.C,Owned_Officer_Level_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Fighter_Pilot_Bonus_,58,D:\MOX\OTHERS\OFFICER.C,Owned_Officer_Level_,2
20,D:\MOX\OTHERS\CMBTFIR2.C,Final_Fire_,18,D:\MOX\OTHERS\CMBTAI.C,Safe_To_Fire_Sphere_Weapon_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Final_Fire_,18,D:\MOX\OTHERS\CMBTAI.C,Will_Missile_Do_Damage_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Final_Fire_,21,D:\MOX\OTHERS\CMBTFIRE.C,Fire_Ship_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Final_Fire_,26,D:\MOX\OTHERS\COMBINIT.C,Ship_Center_Offsets_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Fleet_Defensive_Bonus_,20,D:\MOX\OTHERS\CMBTFIR2.C,Helmsman_Bonus_,2
20,D:\MOX\OTHERS\CMBTFIR2.C,Fleet_Defensive_Bonus_,26,D:\MOX\OTHERS\COMBINIT.C,Does_Combat_Ship_Have_Special_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Fleet_Offensive_Bonus_,20,D:\MOX\OTHERS\CMBTFIR2.C,Galactic_Lore_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Fleet_Offensive_Bonus_,20,D:\MOX\OTHERS\CMBTFIR2.C,Weaponry_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Fleet_Offensive_Bonus_,26,D:\MOX\OTHERS\COMBINIT.C,Does_Combat_Ship_Have_Special_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Galactic_Lore_Bonus_,58,D:\MOX\OTHERS\OFFICER.C,Owned_Officer_Level_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Get_Fleet_Commando_Bonus_,20,D:\MOX\OTHERS\CMBTFIR2.C,Commando_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Get_Fleet_Engineer_Bonus_,20,D:\MOX\OTHERS\CMBTFIR2.C,Engineer_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Get_Fleet_Ordnance_Bonus_,20,D:\MOX\OTHERS\CMBTFIR2.C,Leader_Ordnance_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Get_Fleet_Pilot_Bonus_,20,D:\MOX\OTHERS\CMBTFIR2.C,Fighter_Pilot_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Get_Fleet_Security_Bonus_,20,D:\MOX\OTHERS\CMBTFIR2.C,Security_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Helmsman_Bonus_,58,D:\MOX\OTHERS\OFFICER.C,Owned_Officer_Level_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Init_Boarding_Action_,19,D:\MOX\OTHERS\CMBTDRW1.C,Board_Popup_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Init_Boarding_Action_,29,D:\MOX\OTHERS\KEN.C,Ken_Get_Text_Message_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Init_Internal_Space_,41,D:\MOX\OTHERS\DESIGN.C,One_Weapon_Space_Without_M_Level_,2
20,D:\MOX\OTHERS\CMBTFIR2.C,Leader_Ordnance_Bonus_,58,D:\MOX\OTHERS\OFFICER.C,Owned_Officer_Level_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Max_Defensive_Fire_Range_,23,D:\MOX\OTHERS\CMBTMOV1.C,Move_Cost_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Max_Defensive_Fire_Range_,25,D:\MOX\OTHERS\COMBAT1.C,Calc_Current_Speed_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Offensive_Combat_Bonus_,20,D:\MOX\OTHERS\CMBTFIR2.C,Computer_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Offensive_Combat_Bonus_,20,D:\MOX\OTHERS\CMBTFIR2.C,Fleet_Offensive_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Offensive_Combat_Bonus_,26,D:\MOX\OTHERS\COMBINIT.C,Does_Combat_Ship_Have_Special_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Repair_Combat_Ship_,20,D:\MOX\OTHERS\CMBTFIR2.C,Max_Total_Internal_Space_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Repair_Combat_Ship_,26,D:\MOX\OTHERS\COMBINIT.C,Does_Combat_Ship_Have_Special_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Repair_Combat_Ship_,28,D:\MOX\OTHERS\INITSHIP.C,Get_Ship_Armor_Hits_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Capture_,7,L:\MOX\ERICNET.C,Mox_Play_Sound_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Capture_,19,D:\MOX\OTHERS\CMBTDRW1.C,Refresh_Combat_Screen_Full_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Capture_,20,D:\MOX\OTHERS\CMBTFIR2.C,Capture_Ship_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Capture_,20,D:\MOX\OTHERS\CMBTFIR2.C,Get_Fleet_Commando_Bonus_,2
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Capture_,20,D:\MOX\OTHERS\CMBTFIR2.C,Get_Fleet_Security_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Capture_,26,D:\MOX\OTHERS\COMBINIT.C,Does_Combat_Ship_Have_Special_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Capture_,29,D:\MOX\OTHERS\KEN.C,Ken_Get_Text_Message_,5
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Capture_,64,D:\MOX\OTHERS\TEXTBOX.C,Text_Box_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Capture_,64,D:\MOX\OTHERS\TEXTBOX.C,Timed_Text_Box_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Capture_,107,D:\MOX\OTHERS\INVASION.C,Get_Boarding_Info_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Capture_,107,D:\MOX\OTHERS\INVASION.C,Ground_Combat_Round_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Capture_,124,D:\MOX\FMTPARA.C,Set_Paragraph_Sint_Pointer_,8
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,7,L:\MOX\ERICNET.C,Mox_Play_Sound_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,19,D:\MOX\OTHERS\CMBTDRW1.C,Refresh_Combat_Screen_Full_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,20,D:\MOX\OTHERS\CMBTFIR2.C,Apply_Internal_Damage_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,20,D:\MOX\OTHERS\CMBTFIR2.C,Crew_Boarding_Combat_Bonus_,2
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,20,D:\MOX\OTHERS\CMBTFIR2.C,Get_Combat_Ship_Special_Id_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,20,D:\MOX\OTHERS\CMBTFIR2.C,Get_Fleet_Commando_Bonus_,2
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,20,D:\MOX\OTHERS\CMBTFIR2.C,Get_Fleet_Security_Bonus_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,20,D:\MOX\OTHERS\CMBTFIR2.C,Select_Raid_Internal_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,21,D:\MOX\OTHERS\CMBTFIRE.C,Destroy_Ship_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,21,D:\MOX\OTHERS\CMBTFIRE.C,Is_Combat_Ship_Dead_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,26,D:\MOX\OTHERS\COMBINIT.C,Does_Combat_Ship_Have_Special_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,29,D:\MOX\OTHERS\KEN.C,Ken_Get_Text_Message_,13
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,64,D:\MOX\OTHERS\TEXTBOX.C,Text_Box_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,64,D:\MOX\OTHERS\TEXTBOX.C,Timed_Text_Box_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Resolve_Raid_,107,D:\MOX\OTHERS\INVASION.C,Get_Boarding_Info_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Security_Bonus_,58,D:\MOX\OTHERS\OFFICER.C,Owned_Officer_Level_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Select_Internal_,20,D:\MOX\OTHERS\CMBTFIR2.C,Total_Internal_Space_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Select_Internal_,117,D:\MOX\OTHERS\RUSS.C,Get_Weighted_Choice_Short_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Select_Raid_Internal_,20,D:\MOX\OTHERS\CMBTFIR2.C,Total_Internal_Space_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Select_Raid_Internal_,117,D:\MOX\OTHERS\RUSS.C,Get_Weighted_Choice_Short_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Set_Combat_Ordnance_Values_,20,D:\MOX\OTHERS\CMBTFIR2.C,Get_Fleet_Ordnance_Bonus_,2
20,D:\MOX\OTHERS\CMBTFIR2.C,Ship_Specials_Defensive_Bonus_,26,D:\MOX\OTHERS\COMBINIT.C,Does_Combat_Ship_Have_Special_,5
20,D:\MOX\OTHERS\CMBTFIR2.C,Ship_Specials_Offensive_Bonus_,26,D:\MOX\OTHERS\COMBINIT.C,Does_Combat_Ship_Have_Special_,1
20,D:\MOX\OTHERS\CMBTFIR2.C,Weaponry_Bonus_,58,D:\MOX\OTHERS\OFFICER.C,Owned_Officer_Level_,1
21,D:\MOX\OTHERS\CMBTFIRE.C,Apply_Damage_To_Missile_,22,D:\MOX\OTHERS\CMBTMIS.C,Get_Missile_Hits_,1
21,D:\MOX\OTHERS\CMBTFIRE.C,Apply_Damage_To_Planet_,21,D:\MOX\OTHERS\CMBTFIRE.C,Destroy_Colony_Defense_,1
21,D:\MOX\OTHERS\CMBTFIRE.C,Apply_Damage_To_Planet_,21,D:\MOX\OTHERS\CMBTFIRE.C,Does_Combat_Planet_Have_Defenses_,1
21,D:\MOX\OTHERS\CMBTFIRE.C,Apply_Damage_To_Planet_,26,D:\MOX\OTHERS\COMBINIT.C,Does_Combat_Ship_Have_Special_,1
21,D:\MOX\OTHERS\CMBTFIRE.C,Apply_Damage_To_Planet_,28,D:\MOX\OTHERS\INITSHIP.C,Best_Armor_,1
21,D:\MOX\OTHERS\CMBTFIRE.C,Apply_Damage_To_Planet_,100,D:\MOX\OTHERS\BOMB.C,Apply_Bomb_Hits_,2
21,D:\MOX\OTHERS\CMBTFIRE.C,Apply_Ship_Damage_,20,D:\MOX\OTHERS\CMBTFIR2.C,Apply_Internal_Damage_,2
21,D:\MOX\OTHERS\CMBTFIRE.C,Apply_Ship_Damage_,20,D:\MOX\OTHERS\CMBTFIR2.C,Kill_Crew_,1
21,D:\MOX\OTHERS\CMBTFIRE.C,Apply_Ship_Damage_,20,D:\MOX\OTHERS\CMBTFIR2.C,Select_Internal_,2
21,D:\MOX\OTHERS\CMBTFIRE.C,Apply_Ship_Damage_,21,D:\MOX\OTHERS\CMBTFIRE.C,Apply_Damage_To_Planet_,1
21,D:\MOX\OTHERS\CMBTFIRE.C,Apply_Ship_Damage_,21,D:\MOX\OTHERS\CMBTFIRE.C,Is_Combat_Ship_Dead_,2
