site_hex,case_index,target_offset,target_hex
0xdc48d,1,902317,0xdc4ad
0xdc48d,2,902338,0xdc4c2
0xdc48d,3,902331,0xdc4bb
0xdecb6,0,913136,0xdeef0
0xdecb6,1,912574,0xdecbe
0xdecb6,2,912645,0xded05
0xdecb6,3,912633,0xdecf9
0xdecb6,4,912691,0xded33
0xdecb6,5,912709,0xded45
0xdecb6,6,912857,0xdedd9
0xdecb6,7,913042,0xdee92
0xdecb6,8,914021,0xdf265
0xdecb6,9,914045,0xdf27d
0xdecb6,10,914206,0xdf31e
0xdecb6,11,914239,0xdf33f
0xdecb6,12,914276,0xdf364
0xdecb6,13,914303,0xdf37f
0xdecb6,14,914363,0xdf3bb
0xdecb6,15,914478,0xdf42e
0xdecb6,16,914670,0xdf4ee
0xdecb6,17,914697,0xdf509
0xdecb6,18,914750,0xdf53e
0xdecb6,19,914777,0xdf559
0xdecb6,20,914804,0xdf574
0xdecb6,21,914944,0xdf600
0xdecb6,22,914958,0xdf60e
0xdef0a,0,913170,0xdef12
0xdef0a,1,913200,0xdef30
0xdef0a,2,913459,0xdf033
0xdef0a,3,913514,0xdf06a
0xdef0a,4,913547,0xdf08b
0xdef0a,5,913615,0xdf0cf
0xdef0a,6,913734,0xdf146
0xdef0a,7,913757,0xdf15d
0xdef0a,8,913766,0xdf166
0xdef0a,9,913775,0xdf16f
0xdef0a,10,913961,0xdf229
0xdef0a,11,913973,0xdf235
0xe56a3,0,939839,0xe573f
0xe56a3,1,939691,0xe56ab
0xe56a3,2,939742,0xe56de
0xe56a3,3,939790,0xe570e
0xe5ad4,0,941042,0xe5bf2
0xe5ad4,1,940764,0xe5adc
0xe5ad4,2,941054,0xe5bfe
0xe5ad4,3,941148,0xe5c5c
0xe5ad4,4,941232,0xe5cb0
0xe5ad4,5,941282,0xe5ce2
0xe5ad4,6,941373,0xe5d3d
0xe5ad4,7,941466,0xe5d9a
0xe5ad4,8,941500,0xe5dbc
0xe5ad4,9,941525,0xe5dd5
0xe5ad4,10,941634,0xe5e42
0xe5ad4,11,941653,0xe5e55
0xe5ad4,12,941826,0xe5f02
0xe5ad4,13,941841,0xe5f11
0xe5ad4,14,941853,0xe5f1d
0xe5ad4,15,941923,0xe5f63
0xe5ad4,16,942034,0xe5fd2
0xe5ad4,17,942063,0xe5fef
0xe5ad4,18,942089,0xe6009
0xe5ad4,19,942130,0xe6032
0xe5ad4,20,942149,0xe6045
0xe5ad4,21,942161,0xe6051
0xe5ad4,22,942238,0xe609e
0xe5ad4,23,942257,0xe60b1
0xe5ad4,24,942286,0xe60ce
0xe5ad4,25,942320,0xe60f0
0xe5ad4,26,942051,0xe5fe3
0xe5ad4,27,942349,0xe610d
0xe5ad4,28,942361,0xe6119
0xe5ad4,29,942604,0xe620c
0xe5ad4,30,942755,0xe62a3
0xe5ad4,31,942767,0xe62af
0xe5ad4,32,942909,0xe633d
0xe5ad4,33,942972,0xe637c
0xe5ad4,34,943010,0xe63a2
0xe5ad4,35,943110,0xe6406
0xe5ad4,36,943165,0xe643d
0xe5ad4,37,943181,0xe644d
0xe5ad4,38,943205,0xe6465
0xe5ad4,39,943246,0xe648e
0xe5ad4,40,943272,0xe64a8
0xe5ad4,41,943389,0xe651d
0xe5ad4,42,943425,0xe6541
0xe5ad4,43,943485,0xe657d
0xe5ad4,44,943508,0xe6594
0xe5ad4,45,943536,0xe65b0
0xe5ad4,46,943560,0xe65c8
0xe5ad4,47,943576,0xe65d8
0xe5ad4,48,943588,0xe65e4
0xe5ad4,49,941232,0xe5cb0
0xe5ad4,50,943616,0xe6600
0xe5ad4,51,943536,0xe65b0
0xe5ad4,52,943644,0xe661c
0xe5ad4,53,943659,0xe662b
0xe5ad4,54,943659,0xe662b
0xe5ad4,55,943672,0xe6638
0xe5ad4,56,943734,0xe6676
0xe5ad4,57,943783,0xe66a7
0xe5ad4,58,943812,0xe66c4
0xe5ad4,59,943837,0xe66dd
0xe5ad4,60,943852,0xe66ec
0xe5ad4,61,943877,0xe6705
0xe5ad4,62,943889,0xe6711
0xe5ad4,63,943901,0xe671d
0xe5ad4,64,943913,0xe6729
0xe5ad4,65,943934,0xe673e
0xe5ad4,66,943990,0xe6776
0xe5ad4,67,943973,0xe6765
0xe718c,0,946580,0xe7194
0xe718c,1,946626,0xe71c2
0xe718c,2,946679,0xe71f7
0xe718c,3,946762,0xe724a
0xe718c,4,946828,0xe728c
0xf3649,0,997097,0xf36e9
0xf3649,1,997086,0xf36de
0xf3649,2,996962,0xf3662
0xf3649,3,997006,0xf368e
0xf3649,4,997053,0xf36bd
0xf3649,5,997070,0xf36ce
0xf3649,6,996945,0xf3651
0xf3649,7,996976,0xf3670
0xf3649,8,997033,0xf36a9
0xf456a,0,1000987,0xf461b
0xf456a,1,1000965,0xf4605
0xf456a,2,1000980,0xf4614
0xf456a,3,1000850,0xf4592
0xf456a,4,1000818,0xf4572
0xf456a,5,1000951,0xf45f7
0xf456a,6,1000958,0xf45fe
0xf456a,7,1001044,0xf4654
0xf456a,8,1000992,0xf4620
0xf4f8c,0,1003459,0xf4fc3
0xf4f8c,1,1003412,0xf4f94
0xf4f8c,2,1003423,0xf4f9f
0xf4f8c,3,1003435,0xf4fab
0xf4f8c,4,1003459,0xf4fc3
0xf4f8c,5,1003447,0xf4fb7
0xf500c,0,1003506,0xf4ff2
0xf500c,1,1003540,0xf5014
0xf500c,2,1003552,0xf5020
0xf500c,3,1003552,0xf5020
0xf500c,4,1003565,0xf502d
0xf500c,5,1003565,0xf502d
0xf7505,0,1013005,0xf750d
0xf7505,1,1013013,0xf7515
0xf7505,2,1013021,0xf751d
0xf7505,3,1013029,0xf7525
0xf7505,4,1013037,0xf752d
0xf7505,5,1013045,0xf7535
0xff6f1,0,1046265,0xff6f9
0xff6f1,1,1046272,0xff700
0xff6f1,2,1046265,0xff6f9
0xff6f1,3,1046265,0xff6f9
0xff6f1,4,1046279,0xff707
0x10ac97,0,1093026,0x10ada2
0x10ac97,1,1092911,0x10ad2f
0x10ac97,2,1092956,0x10ad5c
0x10ac97,3,1092803,0x10acc3
0x10ac97,4,1092920,0x10ad38
0x10ac97,5,1092938,0x10ad4a
0x10ac97,6,1092968,0x10ad68
0x10ac97,7,1092944,0x10ad50
0x10ac97,8,1092839,0x10ace7
0x10ac97,9,1092893,0x10ad1d
0x10ac97,10,1092902,0x10ad26
0x10ac97,11,1092767,0x10ac9f
0x10ac97,12,1092929,0x10ad41
0x10ac97,13,1092794,0x10acba
0x10ac97,14,1092812,0x10accc
0x10ac97,15,1092821,0x10acd5
0x10ac97,16,1092830,0x10acde
0x10ac97,17,1092848,0x10acf0
0x10ac97,18,1092857,0x10acf9
0x10ac97,19,1092866,0x10ad02
0x10ac97,20,1092974,0x10ad6e
0x10ac97,21,1092962,0x10ad62
0x10ac97,22,1092785,0x10acb1
0x10ac97,23,1092950,0x10ad56
0x10ac97,24,1092776,0x10aca8
0x10ac97,25,1092884,0x10ad14
0x10ac97,26,1092875,0x10ad0b
0x10ac97,27,1092980,0x10ad74
0x10ac97,28,1092986,0x10ad7a
0x10ac97,29,1092992,0x10ad80
0x10ac97,30,1092998,0x10ad86
0x10ac97,31,1093004,0x10ad8c
0x10ac97,32,1093010,0x10ad92
0x10ac97,33,1093016,0x10ad98
0x10ac97,34,1093022,0x10ad9e
0x10cbc8,0,1100969,0x10cca9
0x10cbc8,1,1100962,0x10cca2
0x10cbc8,2,1100752,0x10cbd0
0x10cbc8,3,1100764,0x10cbdc
0x10cbc8,4,1100776,0x10cbe8
0x10cbc8,5,1100788,0x10cbf4
0x10cbc8,6,1100800,0x10cc00
0x10cbc8,7,1100812,0x10cc0c
0x10cbc8,8,1100824,0x10cc18
0x10cbc8,9,1100836,0x10cc24
0x10cbc8,10,1100848,0x10cc30
0x10cbc8,11,1100860,0x10cc3c
0x10cbc8,12,1100872,0x10cc48
0x10cbc8,13,1100881,0x10cc51
0x10cbc8,14,1100890,0x10cc5a
0x10cbc8,15,1100899,0x10cc63
0x10cbc8,16,1100908,0x10cc6c
0x10cbc8,17,1100917,0x10cc75
0x10cbc8,18,1100926,0x10cc7e
0x10cbc8,19,1100935,0x10cc87
0x10cbc8,20,1100944,0x10cc90
0x10cbc8,21,1100953,0x10cc99
0x1150b4,0,1134779,0x1150bb
0x1150b4,1,1134874,0x11511a
0x1150b4,2,1134969,0x115179
0x1150b4,3,1135064,0x1151d8
0x1150b4,4,1135289,0x1152b9
0x1150b4,5,1135159,0x115237
0x11534c,0,1135443,0x115353
0x11534c,1,1135450,0x11535a
0x11534c,2,1135457,0x115361
0x11534c,3,1135464,0x115368
0x11534c,4,1135476,0x115374
0x11534c,5,1135471,0x11536f
0x11550c,0,1135891,0x115513
0x11550c,1,1135900,0x11551c
0x11550c,2,1135909,0x115525
0x11550c,3,1135918,0x11552e
0x11550c,4,1135937,0x115541
0x11550c,5,1135927,0x115537
0x11c926,0,1165613,0x11c92d
0x11c926,1,1165629,0x11c93d
0x11c926,2,1165645,0x11c94d
0x11c926,3,1165706,0x11c98a
0x11c9ca,0,1165777,0x11c9d1
0x11c9ca,1,1165793,0x11c9e1
0x11c9ca,2,1165809,0x11c9f1
0x11c9ca,3,1165870,0x11ca2e
0x11cc56,0,1166429,0x11cc5d
0x11cc56,1,1166445,0x11cc6d
0x11cc56,2,1166457,0x11cc79
0x11cc56,3,1166469,0x11cc85
0x127ac1,0,1211080,0x127ac8
0x127ac1,1,1211330,0x127bc2
0x127ac1,2,1211486,0x127c5e
0x127ac1,3,1211764,0x127d74
0x127e44,0,1211979,0x127e4b
0x127e44,1,1212232,0x127f48
0x127e44,2,1212367,0x127fcf
0x127e44,3,1212624,0x1280d0
0x12e99f,0,1239462,0x12e9a6
0x12e99f,1,1239492,0x12e9c4
0x12e99f,2,1239519,0x12e9df
0x12e99f,3,1239609,0x12ea39
0x12ecd4,0,1240283,0x12ecdb
0x12ecd4,1,1240341,0x12ed15
0x12ecd4,2,1240399,0x12ed4f
0x12ecd4,3,1240485,0x12eda5
0x146919,0,1337633,0x146921
0x146919,1,1337667,0x146943
0x146919,2,1337701,0x146965
0x146919,3,1337735,0x146987
0x146ae9,0,1338097,0x146af1
0x146ae9,1,1338129,0x146b11
0x146ae9,2,1338113,0x146b01
0x146ae9,3,1338138,0x146b1a
0x147a74,0,1342076,0x147a7c
0x147a74,1,1342083,0x147a83
0x147a74,2,1342083,0x147a83
0x147a74,3,1342090,0x147a8a
0x147d62,0,1342826,0x147d6a
0x147d62,1,1342839,0x147d77
0x147d62,2,1343376,0x147f90
0x147d62,3,1343376,0x147f90
0x147d62,4,1342947,0x147de3
0x147d62,5,1343376,0x147f90
0x147d62,6,1342996,0x147e14
0x147d62,7,1343019,0x147e2b
0x147d62,8,1343061,0x147e55
0x147d62,9,1343199,0x147edf
0x1539ac,0,1391049,0x1539c9
0x1539ac,1,1391028,0x1539b4
0x1539ac,2,1391136,0x153a20
0x1539ac,3,1391060,0x1539d4
0x1539ac,4,1391136,0x153a20
0x1539ac,5,1391136,0x153a20
0x1539ac,6,1391101,0x1539fd
0x1539ac,7,1391136,0x153a20
0x1539ac,8,1391136,0x153a20
0x1539ac,9,1391136,0x153a20
0x1539ac,10,1391136,0x153a20
0x1539ac,11,1391136,0x153a20
